John Eldredge,Eldredge,,mild wimp,,1917,1934,1960,1956
Florence Eldridge,MacKechnie,,unknown,,1901,1923,1988,1966
Hector Elizondo,Elizondo,,character,,1936,1971,1984+,2001
Duke Ellington,Ellington,,musician,,,,1984+,
Laura Elliot,Elliot,,support,[12.197],1929,1949,1992+,1954
Biff Elliott,,,unknown,,,,1992+,
Denholm Elliott,Elliott,,well-mannered,,1922,1949,1992,1983
Frank Elliott,,,unknown,,,,1992+,
Jane Elliott,,,unknown,,,,1992+,
Robert Elliott,Elliott,,lead,,1879,1917,1951,1945
Sam Elliott,Elliott,,lead,,1944,1970,1984+,1980
Stephen Elliott,,,unknown,,,,1992+,
`Wild Bill' Elliott,Elliott,,burly,,1904,1927,1965,1957
Edward Ellis,Ellis,,stern,,1872,1932,1952,1942
Mary Ellis,Elsas,,lead,[4.26],1900,1934,1984+,1961
Patricia Ellis,OBrien,,lead,,1916,1932,1970,1939
Robin Ellis,,,unknown,,,,1992+,
Art Ellison,,,unknown,,,,1992+,
Frank Ellison,Smith,,genial,,1910,1932,1984+,1952
James Ellison,Smith,,genial lead,,1910,1932,1984+,1952
Michael Elphick,Elphick,,unknown,,1946,1980,200x,
Isobel Elsom,Reed,,romantic lady,,1893,1919,1981,1964
Sallee Elyse,,,unknown,,,,1992+,
Faye Emerson,Emerson,,socialite,,1917,1943,1983,1957
Hope Emerson,Emerson,,brawny,,1897,1932,1960,1958
Roy Emerton,Emerton,,long-nosed,,1892,1932,1944,1944
Dick Emery,Emery,,"chubby, disguise",,1918,1960,1983,1972
Gilbert Emery,Emery,,character,,1875,1929,1945,1945
Robert Emhardt,Emhardt,,short and tubby,,1916,1952,1984+,1976
Michael Emil,,,unknown,,,,1992+,
Fred Emney,Emney,,"heavyweight, growls",,1900,1935,1980,1969
Robert Englund,,,unknown,,,,1992+,
Rene Enriquez,,,unknown,,1932,,1990,
Henry Ephron,Ephron,,unknown,,1911,,1992,
Margaret Eppie,,,unknown,,1930,,1989,
Richard Erdmann,Erdmann,,"callow, crusty",,1925,1944,1984+,1982
Doc Erickson,,,unknown,[4.156],,,1992+,
Leif Erickson,Anderson,,second lead,[4.868],1911,1935,1986,1976
John Ericson,Meibes,,lead,,1927,1951,1984+,1977
Krista Errickson,,,unknown,,,,1992+,
Leon Errol,Errol,,comedian,,1881,1930,1951,1948
Howard Erskine,,,unknown,,,1983,1992+,
Stuart Erwin,Erwin,,character comedian,,1903,1928,1967,1965
Carl Esmond,Eichberger,,"haughty, arrogant",,1905,1933,1984+,1966
Jill Esmond,Esmond,,lady,,1908,1931,1984+,
David Essex,Essex,,pop singer,,1947,1970,1984+,1980
Emilio Estevez,,,unknown,[4.784],,,1992+,
Shari Eubank,,,unknown,,,,1992+,
Barry Evans,Evans,,light lead,,1945,1967,1984+,1981
Clifford Evans,Evans,,"lead, character",,1912,1936,1984+,1970
Dale Evans,Smith,,cowgirl,,1912,1942,2001,1956
Dame Edith Evans,Evans,,distinguished,,1888,1915,1976,1976
Gene Evans,Evans,,stocky,,1922,1948,1984+,1977
Linda Evans,Evans,,blonde,,1943,1963,1984+,1983
Maurice Evans,Evans,,eloquent,[4.136],1901,1930,1989,1973
Michael Evans,,,unknown,,,,1992+,
Rex Evans,Evans,,character,,1903,1940,1969,1958
Robert Evans,Evans,,bland juvenile,[4.339],1930,1952,1984+,1980
Judith Evelyn,Allen,,neurotic woman,,1913,1954,1967,1959
Barbara Everest,Everest,,motherly,,1890,1931,1968,1962
Chad Everett,Cramton,,handsome lead,,1937,1961,1984+,1983
Trish Everly,,,unknown,,,,1992+,
Jason Evers,Evers,,general purpose,,1922,1970,1984+,1977
John Ewart,,,unknown,,,,1992+,
Tom Ewell,Tompkins,,comic,[34.66],1909,1949,1984+,1981
Richard Eyer,,,unknown,,,,1992+,
William Eythe,Eythe,,lead,,1918,1942,1957,1950
Francoise Fabian,Fabian,,lead,,1935,1956,1984+,1977
Fabio,Lanzoni,,sexy,,1961,,1984+,
Nanette Fabray,Fabares,,comedy,,1920,1939,1984+,1981
Aldo Fabrizi,Fabrizi,,character,,1905,1945,1990,1968
Douglas Fairbanks~sr,Ullman,,swashbuckling,,1883,1915,1939,1934
Douglas Fairbanks~jr.,Fairbanks,,debonair,,1909,1920,1984+,1981
Sydney Fairbrother,Tapping,,character,,1873,1916,1941,1938
Morgan Fairchild,Fairchild,,lead,,1950,1978,1984+,1981
Adam Faith,Nelhams,,unknown,,1940,1960,1984+,1974
Eduardo Fajardo,,,unknown,,,,1992+,
Lola Falana,,,unknown,,,,1992+,
Fabray Falconetti,,,unknown,,,,1992+,
Peter Falk,Falk,,"fast-talking, cast-eyed",.tiff,1927,1958,1984+,1981
Deborah Fallender,,,unknown,,,,1992+,
Dennis Lee Falt,,,unknown,,,,1992+,
Sergio Fantoni,Fantoni,,lead,,1930,1960,1984+,1971
Daniel Faraldo,,,unknown,,,,1992+,
Amy Farber,,,unknown,,,,1992+,
Maria Farebrother,,,unknown,,,,1992+,
Violet Farebrother,,,unknown,,,,1992+,
James Farentino,Farentino,,lead,,1938,1964,1984+,1983
Antonio Fargas,Fargas,,bear,,,1969,1984+,1978
Chris Farley,Farley,,fat comic,,1964,,1997,1997
Frances Farmer,Farmer,,lead,[4.868],1914,1927,1970,1958
Mimsy Farmer,Farmer,,lead,,1945,1963,1984+,1980
Richard Farnsworth,,,unknown,,,,1992+,
Dustin Farnum,Farnum,,unknown,,,1914,,
Franklyn Farnum, Farnum,,silent western lead,,1876,,1961,
William Farnum,Farnum,,silent lead,,1876,1914,1953,1952
Derek Farr,Farr,,lead,,1912,1940,1984+,1968
Felicia Farr,,,unknown,,,,1992+,
Jamie Farr,Farr,,long-nosed comic,,,1965,1984+,1973
Derek Farr,Farr,,lead,,,1940,1986,1955
David Farrar,Farrar,,"tall, virile",,1908,1938,1984+,1962
Geraldine Farrar,Farrar,,dramatic,,1882,1915,1967,1920
Charles Farrell,Farrell,,gentle,,1901,1923,1984+,1960
Charles Farrell,Farrell,,character,,1901,1931,1990,1958
Glenda Farrell,Farrell,,comedienne,,1904,1930,1971,1968
Nick Farrell,,,unknown,,,,1992+,
Sharon Farrell,Farrell,,general purpose,,,1959,1984+,1979
Mia Farrow,Farrow,,lead,[4.202],1945,1964,1984+,1983
Stephanie Farrow,,,unknown,,,1983,1992+,
Tisa Farrow,,,unknown,,,,1992+,
Rainer Fassbinder,Fassbinder,,lead),FFIIXX,1945,1969,1982,1975
Graham Faulkner,,,unknown,,,,1992+,
James Faulkner,,,unknown,,,,1992+,
Farrah Fawcett,FawcettMajors,,pin-up,,1947,1971,1984+,1980
Michelle Fawden,,,unknown,,,,1992+,
Alice Faye,Leppert,,"wry, singer",,1912,1934,1984+,1978
Frank Faylen,Ruf,,"bartender, sherriff, gangster",,1907,1936,1984+,1968
Louise Fazenda,Fazenda,,lead,,1895,1922,1962,1939
Lynne Federicks,,,unknown,,,,1992+,
Birgitte Federspiel,,,unknown,,,,1992+,
Bekim Fehmiu,Fehmiu,,stalwart,,1932,1966,1984+,1977
Frances Feist,,,unknown,,,,1992+,
Fritz Feld,Feld,,dapper comedian,,1900,1929,1984+,1981
Marty Feldman,Feldman,,pop-eyed comic,,1933,1969,1982,1983
Barbara Feldon,Feldon,,lead,,1939,1967,1984+,1979
Tovah Feldshuh,Feldshuh,,lead,,,1973,1984+,1983
Maria Felix,Felix,,strong personality,,1915,1947,1984+,1955
Norman Fell,Fell,,sad-looking,,1928,1961,1984+,1981
Rockliffe Fellowes,Fellowes,,general purpose,,1885,1917,1950,1934
Edith Fellows,Fellows,,teenage star,,1923,1932,1984+,1947
Hansjoerg Felmy,Felmy,,lead,,1931,1956,1984+,1966
Verna Felton,Felton,,character,,1890,1950,1966,1960
Sherilyn Fenn,Fenn,,sexy,,1965,1985,1984+,1993
Sylvie Fennec,Fennec,,unknown,,,1989,1992+,
Willie Fennell,,,unknown,,,,1992+,
Frank Fenton,Fenton,,general purpose supporting,,1906,1942,1957,1958
Irine Fenwick, Fenwick,,unknown,,,,1936,
Pamelyn Ferdin,,,unknown,,,,1992+,
Elsie Ferguson,Ferguson,,lead,,1883,1917,1961,1927
Frank Ferguson,Ferguson,,toothy,,1899,1942,1978,1968
J. Don Ferguson,,,unknown,,,,1992+,
Jane Ferguson,,,unknown,,,,1992+,
Fernandel,Contandin,,rubber-faced,,1903,1937,1971,1967
Wilhelmina Fernandez,Fernandez,,singer,,,1981,1992+,
Conchata Ferrell,Ferrell,,character,,1943,1978,1984+,1981
Jose Ferrer,Ferrer y Centron,,distinguished,,1909,1948,1992,1983
Mel Ferrer,Ferrer,,sensitive-looking,,1917,1949,1984+,1981
Benoit Ferreux,,,sensitive,,1955,1970,1984+,
Noel Ferrier,,,unknown,,,,1992+,
Lou Ferrigno,,,unknown,,,,1992+,
Gabrielle Ferzetti,Ferzetti,,lead,,1925,1948,1984+,1976
Stepin Fetchit,Perry,,slow moving black servant,,1898,1929,1985,1953
Edwige Feuillere,Cunati,,distinguished,,1907,1930,1984+,1964
Lewis Fiander,Fiander,,unknown,,1938,1971,1984+,1978
John Fiedler,Fiedler,,"mild, bespectacled",,1925,1957,1984+,1982
Betty Field,Field,,unknown,[4.920],1918,1939,1973,1968
Karen Field,,,unknown,,,,1992+,
Mary Field,Field,,prissy spinster,,1905,1941,1984+,1948
Sally Field,Field,,diminutive neatnick,,1946,1965,1984+,1993
Shirley Anne Field,Field,,lead,[4.112],1938,1956,1984+,1966
Sid Field,Field,,comedian,,1904,1946,1950,1948
Virginia Field,Field,,second lead,,1917,1935,1984+,1965
Edward Fielding,,,unknown,,,,1992+,
Fenella Fielding,Fielding,,outrageously exaggerated roles,,1930,1962,1984+,1969
Margaret Fielding,,,unknown,,,,1992+,
Marjorie Fielding,Fielding,,strict but kindly gentlewomen,,1892,1943,1956,1953
Charles Fields,,,unknown,,,,1992+,
Gracie Fields,Stansfield,,inimitable voice,,1898,1931,1979,1945
W.C. Fields, Dukenfield,,jolly,"[4.518,696]",,,1984+,
Tom Filer,,,unknown,,,,1992+,
Dennis Fimple,,,unknown,,,,1992+,
Flora Finch, Finch,,unknown,,1869,,1940,
Jon Finch,Finch,,lead,,1941,1970,1984+,1978
Peter Finch,Finch,,thoughtful-looking,[4.108],1916,1937,1977,1976
Larry Fine,Fienberg,,adolescent stooge,,1911,1930,1975,1957
T.G. Finkbinder,,,unknown,,,,1992+,
Frank Finlay,Finlay,,unknown,,1926,1962,1984+,1982
James Finlayson,Finlayson,,`double take and fade away',,1877,1921,1953,1951
William Finley,,,unknown,,,,1992+,
Warren Finnerty,,,unknown,,,,1992+,
Albert Finney,Finney,,unknown,[4.898][4.112],1936,1959,1984+,1983
Shirley Jo Finney,,,unknown,,,,1992+,
Elena Fiore,,,unknown,[4.179],,,1992+,
Eddie Firestone,,,unknown,,,,1992+,
Peter Firth,Firth,,juvenile character lead,,1953,1971,1984+,1983
Frances Fisher,,,unknown,,1952,,1984+,
O.W. Fischer,Fischer,,lead,,1915,1942,1973,1965
Larry Fishburne,,,unknown,,,,1992+,
Carrie Fisher,Fisher,,strong personality,,1956,1975,1984+,1980
Cindy Fisher,,,unknown,,,,1992+,
Eddie Fisher,Fisher,,unknown,,1928,1950,1984+,1966
Frances Fisher,,,unknown,,,,1992+,
Minnie Maddern Fiske,Fiske,,unknown,,1866,1913,1932,1915
Barry Fitzgerald,Shields,,diminutive,,1888,1930,1961,1959
Ella Fitzgerald,Fitzgerald,,singer,,1918,1941,1984+,1960
Geraldine Fitzgerald,Fitzgerald,,lead,,1912,1935,1984+,1983
Walter Fitzgerald,Bond,,character,,1896,1930,1976,1962
Paul Fix,Morrison,,"sheriffs, doctors",,1901,1928,1983,1977
Fannie Flagg,Flagg,,comedienne,,,1970,1984+,1978
Steve Flagg,St. Angel,,unknown,,,1953,1984+,
Kirsten Flagstad,Flagstad,,operatic soprano,,1895,1938,1962,1938
Ed Flanders,Flanders,,Truman impersonator,[9.218],1934,1971,1984+,1981
Susan Flannery,Flannery,,general purpose,,1943,1974,1984+,1979
James Flavin,Flavin,,genial or bewildered cop,,1906,1933,1976,1967
Rhonda Fleming, Louis,,lead,,1922,,1984+,
Cyril Fletcher,Fletcher,,comedian,,1913,1943,1984+,1948
Louise Fletcher,Fletcher,,character,[4.234],1936,1974,1984+,1983
Jay C. Flippen,Flippen,,bulky cop,,1898,1934,1971,1971
"George ""Buck"" Flower",,,unknown,,,,1992+,
Darlanne Fluegel,,,leggy blonde,,1958,1978,1984+,1984
Joel Fluellen,Fluellen,,character,,,1946,1984+,1976
Errol Flynn,Flynn,,"swashbuckler, drunk",,1909,1933,1959,1959
Joe Flynn,Flynn,,bespectacated comedian,,1924,1956,1974,1977
Sean Flynn,Flynn,,lead,,1941,1960,1970,1970
Nina Foch,Fock,,chic cool blonde,,1924,1943,1984+,1988
Bridget Fonda,Fonda,,unknown,,1964,1989,1984+,1992
Henry Fonda,,,gauche sophisticated romantic,[4.420],1905,1942,1982,1956
Jane Fonda,Fonda,,liberated,[9.154],1937,1960,1984+,1988
Peter Fonda,Fonda,,unknown,[4.22],1939,1963,1984+,1982
Leo Fong,,,unknown,,,,1992+,
Joan Fontaine,deHavilland,,shy,[34.260][4.534],1917,1935,1984+,1979
Genevieve Fontanel,Fontanel,,unknown,[4.19],,1977,1992+,
Margot Fonteyn,Hookham,,ballet dancer,,,1983,1991,
Dick Foran,Foran,,burly,,1910,1934,1979,1964
Bryan Forbes,Clarke,,lively,,1926,1948,1984+,1964
Mary Forbes,Forbes,,haughty society lady,,1882,1929,1974,1956
Ralph Forbes,Taylor,,lead,,1902,1921,1951,1944
David Ford,,,unknown,,,,1992+,
Dorothy Ford,Ford,,tall,,1923,1944,1984+,1954
Francis Ford,Ford,,"grizzled, cheery westerner",,1883,1912,1953,1952
Glenn Ford,Ford,,stocky,[4.401],1916,1939,1992,1980
Harrison Ford,Ford,,action lead,,1917,1932,1984+,1990
Paul Ford,Weaver,,character,,1901,1945,1976,1967
Wallace Ford,Grundy,,general purpose,,1897,1932,1966,1966
Deborah Foreman,,,unknown,,,,1992+,
Mark Forest,Degni,,muscle man,,1933,1960,1984+,1964
George Formby,Formby,,toothy grin,,1905,1933,1961,1946
Frederic Forrest,Forrest,,lead,,,1972,1984+,1983
Mike Forrest,,,unknown,,,,1992+,
Steve Forrest,Andrews,,lead,[34.101],1924,1952,1984+,1983
Constance Forslund,,,unknown,,,,1992+,
Robert Forster,Forster,,sardonic-looking,,1942,1967,1984+,1983
Rudolph Forster,Forster,,heavy personality,,1884,1932,1968,1932
Bruce Forsyth,Forsyth,,"bouncy, beaming",,1927,1968,1984+,1971
Rosemary Forsyth,Forsyth,,lead,,1944,1965,1984+,1978
Henderson Forsythe,,,unknown,,,,1992+,
John Forsythe,Freund,,smooth,,1918,1943,1984+,1981
Nick Apollo Forte,,,unknown,,,,1992+,
Brigitte Fossey,Fossey,,juvenile,[4.18],1945,1952,1984+,1982
Barry Foster,Foster,,comic relief,,1931,1956,1984+,1983
Dianne Foster,Laruska,,lead,,1928,1951,1984+,1963
Jodie Foster,Foster,,child actress,[4.119],1962,1972,1984+,1982
John Foster,,,unknown,,,,1992+,
Julia Foster,Foster,,lead,,1941,1963,1984+,1972
Meg Foster,Foster,,striking blue eyes,,,1971,1984+,1984
Norman Foster,Foster,,lead,,1900,1929,1976,1967
Phil Foster,,,unknown,,,,1992+,
Preston Foster,Foster,,handsome,,1901,1930,1970,1968
Robert Foster,,,unknown,,,,1992+,
Susanna Foster,Larsen,,operatic singer,[4.406],1924,1940,1984+,1945
Byron Foulger,Foulger,,"worried, bespeckled clerk",,1900,1937,1970,1969
Susannah Fowle,,,unknown,,,,1992+,
Harry Fowler,Fowler,,cockney,,1926,1942,1984+,1977
Douglas Fowley,Fowley,,nervous and comic gangster,,1911,1934,1984+,1977
Bernard Fox,Fox,,stiff gent,,,1956,1984+,1977
Edward Fox,Fox,,diffident,,1937,1967,1984+,1984
James Fox,Fox,,weakling,,1939,1963,1984+,1984
Michael J. Fox,Fox,,cute,,1961,1989,1984+,
Sidney Fox,Fox,,lead,,1910,1931,1942,1934
William Fox, Fried,,unknown,,1879,1984,1952,1985
Red Foxx,Sanford,,cantankerous,,1922,1990,1991,
Eddie Foy~jr.,Foy~jr,,vaudeville,,1905,1940,1983,1967
C.V. France,France,,unknown,,1868,1931,1949,1944
Rolla France,,,unknown,,,,1992+,
Victor Francen,Francen,,spy dramas,,1888,1921,1977,1966
Anthony Franciosa,Papaleo,,lithe and light grin,,1928,1957,1984+,1982
Alec B. Francis,Francis,,elderly gentleman,,1869,1919,1934,1934
Anne Francis,Francis,,lead,,1930,1948,1984+,1972
Arlene Francis,Francis,,lead,,1908,1943,1984+,1963
Connie Francis,Franconero,,pop singer,,1938,1963,1984+,1965
Eve Francis,Francis,,lead,,,1922,1984+,
Ivor Francis,Francis,,character,,,1970,1984+,1978
Kay Francis,Gibbs,,serious-faced,,1899,1929,1968,1946
Robert Francis,Francis,,lead,,1930,1954,1955,1955
James Franciscus,Franciscus,,lead,,1934,1956,1991,1982
Don Francks,Francks,,singer,,1932,1968,1984+,1968
Jacques Francois,Fran{\c}cois,,unknown,,,1951,1984+,
Ben Frank,,,unknown,,,,1992+,
Charles Frank,Frank,,unknown,,1910,1947,1984+,1953
Richard Frank,,,unknown,,,,1992+,
Steve Franken,,,unknown,,,,1992+,
Paul Frankeur,,,unknown,,,,1992+,
Aretha Franklin,,,singer,,,,1992+,
Pamela Franklin,Franklin,,juvenile,,1949,1961,1984+,1976
James Franks,,,unknown,,,,1992+,
Arthur Franz,Franz,,"lead, character",,1920,1948,1984+,1982
Eduard Franz,Franz,,character,,1902,1948,1983,1978
Bill Fraser,Fraser,,lead,,,1969,1987,
John Fraser,Fraser,,lead,,1931,1953,1984+,1977
Liz Fraser,Fraser,,dumb cockney blonde,,1933,1958,1984+,1977
Richard Fraser,Fraser,,lead,,1913,1941,1971,1951
Ronald Fraser,Fraser,,stocky,,1930,1959,1984+,1982
William Frawley,Frawley,,"stocky, cigar-chewing",,1887,1933,1966,1963
Robert Frazer,,,unknown,,,,1992+,
Sheila Frazer,,,unknown,,,,1992+,
Lynn Frederick,Frederick,,lead,,*,1970,1984+,1979
Pauline Frederick,Frederick,,lead,,1883,1915,1938,1938
Vicki Frederick,,,unknown,,,,1992+,
Alan Freed,,,unknown,,,,1992+,
Bert Freed,Freed,,burly,,,1960,1984+,1979
Paul Freedman,,,unknown,[4.101],,,1992+,
Al Freeman~jr,Freeman~jr,,lead,,1934,1964,1984+,1971
Amy Freeman,,,unknown,,,,1992+,
Howard Freeman,Freeman,,comic,,1899,1943,1967,1965
Kathleen Freeman,Freeman,,character,,1919,1947,1984+,1974
Mona Freeman,Freeman,,troublesome teenager,,1926,1944,1984+,1958
Paul Freeman,,,unknown,,,,1992+,
Morna Freeman,,,unknown,[4.992],,,1992+,
Morgan Freeman,,,unknown,,,,1992+,
Leslie French,French,,diminutive,,1899,1941,1984+,1986
Pierre Fresnay,Laudenbach,,[6],,1897,1915,1975,1960
Bernard Fresson,Fresson,,unknown,,1933,1959,1984+,1946
Leonard Frey,Frey,,character,,1938,1970,1984+,1981
Sauri Frey,,,unknown,,,,1992+,
Jonathan Frid,Frid,,vampire,,1925,1970,1984+,1990
Blanche Friderici,Friderici,,"stark, dour presence",,1878,1922,1933,1934
Steve Friedman,,,unknown,,,,1992+,
John Friedrich,,,unknown,,,,1992+,
Philip Friend,Friend,,lead,,1915,1941,1984+,1962
Willy Fritsch,Fritsch,,jovial,,1901,1928,1973,1947
Gert Frobe,"Fr\""obe",,villain,[4.76],1913,1954,1988,1980
Gustav Froehlich,"Fr\""ohlich",,unknown,,,1926,1987,1931
Dominic Frontiere,Frontiere,,unknown,,1931,1956,1984+,1981
Dwight Frye,Frye,,character,,1899,1930,1943,1943
Eric Fryer,,,unknown,,,,1992+,
Alan Fudge,,,unknown,,,,1992+,
Dale Fuller,,,unknown,,,,1992+,
Dolores Fuller,,,unknown,,,,1992+,
Lance Fuller,,,unknown,,,,1992+,
Robert Fuller,Fuller,,lead,,1934,1966,1984+,1977
Fiona Fullerton,Fullerton,,juvenile,,1955,1969,1984+,1972
Jessie Lee Fulton,,,unknown,,,,1992+,
Annette Funicello,Funicello,,lead,,1942,1957,1984+,1966
Yvonne Furneaux,Furneaux,,lead,,1928,1952,1984+,1966
Judith Furse,Furse,,character,,1912,1939,1984+,1959
Eddie Furlong, Furlong,,unknown,,1977,,1984+,
Stephen Furst,,,unknown,,,,1992+,
Will Fyffe,Fyffe,,comedian,,1884,1934,1947,1947
Martin Gabel,Gabel,,"balding, rotund",,1912,1951,1984+,1980
Jean Gabin,Moncourg\'e,,cool tough,,1904,1930,1976,1972
Clark Gable,Gable,,"big ears, impudent grin",[4.856],1901,1924,1960,1961
John Clark Gable,Gable,,unknown,,1960,1989,1984+,1995
Eva Gabor,Gabor,,blonde,,1921,1941,1984+,1970
Zsa Zsa Gabor,Gabor,,spoiled exotic,,1917,1952,1984+,1972
Helen Gahagan,Gahagan Douglas,,royal,,,1935,1980,
Max Gail,,,unknown,,,1984,1992+,
Charlotte Gainsbourg,Gainsbourg,,lively,,*,1989,1984+,
Serge Gainsbourg, Gainsbourg,,unknown,,,,1891,
Peter Gallagher,Gallagher,,unknown,,,1982,1992+,1990
Rita Gam,Gam,,exotic,,1940,1954,1984+,
Michael Gambon,Gambon,,intellectual,,,1972,1992+,1986
Robin Gammell,,,unknown,,,,1992+,
Ken Gampu,,,unknown,,,,1992+,
Abel Gance,Gance,,,,,1930,1981,
Bruno Ganz,Ganz,,unusual,,,1976,1992+,1988
Teresa Ganzel,,,unknown,,,,1992+,
Matthew Garber,Garber,,child,,1956,1963,1984+,1967
Greta Garbo,Gustafson,,aloof beauty,[9.19],1905,1922,1990,1941
Andres Garcia,,,unknown,,,,1992+,
Carlos Gardel,Gardel,,singer and tango dancer,,1893,1920,1935,1935
Vincent Gardenia,Scognamiglio,,comic character,,1922,1961,1984+,1988
Reginald Gardiner,Gardiner,,amiable silly,,1903,1932,1980,1966
Ava Gardner,Gardner,,beauty,,1922,1942,1990,1980
Ed Gardner,Gardner,,comic,,1901,1945,1963,
Allen Garfield,Goorwitz,,heavyset,,1939,1972,1984+,1983
John Garfield,Garfinkle,,aggressive,,1913,1938,1952,1951
Art Garfunkel,Garfunkel,,pop singer,[4.12],,1970,1984+,1979
Ed Gargan,Gargan,,cop,[4.1156],1902,1933,1964,1951
William Gargan,Gargan,,good guy,"[4.164,1083]",1905,1932,1979,1957
John Garko,,,unknown,,,,1992+,
Beverly Garland,Fessenden,,pert and pretty screamer,,1926,1949,1984+,1980
Judy Garland,Gumm,,singer,,1922,1936,1969,1963
James Garner,Baumgarner,,"amiable, good-looking",,1928,1956,1984+,1993
Peggy Ann Garner,Garner,,child star,,1931,1938,1984+,1978
Steve Garay,,,unknown,[4.400],,,1992+,
Joaquin Garay~III,,,unknown,,,,1992+,
Teri Garr,Garr,,blonde mother,,1952,1977,1984+,1983
 Jane Garofalo ,Garofalo,,comic,,1965,1996,1984+,1997
Betty Garrett,Garrett,,peppy,,1919,1946,1984+,1975
Eliza Garrett,,,unknown,,,,1992+,
Leif Garrett,,,unknown,,,,1992+,
Ellen Garrison,,,unknown,,,,1992+,
John Garrick,Doudy,,`the other man',,1902,1931,1984+,1939
Greer Garson,Garson,,gentle aristocratic good looks,,1908,1939,1984+,1978
Jennie Garth,Garth,,unknown,,1972,1994,1984+,
Harold Gary,,,unknown,,,,1992+,
Lorraine Gary,Gary,,general purpose,,,1975,1984+,1979
Marie-Louise Gassen,,,unknown,,,,1992+,
Vittoria Gassman,Gassman,,matinee idol,,1922,1948,1984+,1982
Lisa Gastoni,Gastoni,,lead,,1935,1954,1984+,1974
Larry Gates,Gates,,"merchant, good guy",,1915,1952,1984+,1969
Nancy Gates,Gates,,lead,,1926,1942,1984+,1960
Marjorie Gateson,Gateson,,dignified mien,,1891,1931,1977,1953
Alexander Gauge,Gauge,,heavyweight,,1914,1949,1960,1957
Mikkel Gaup,Gaup,,brave,,1973,1990,1984+,
Fernand Gavet,,,unknown,,,,1992+,
Erica Gavin,,,unknown,,,1974,1984+, 
John Gavin,,,lead,,1928,1960,1984+,
Peter Gawthorne,Gawthorne,,pompous,,1884,1929,1962,1954
Gregory Gaye,Gaye,,character,,1900,1936,1984+,1958
George Gaynes,,,unknown,,,,1992+,
Janet Gaynor,Gainer,,wholesome,,1906,1926,1984,1957
Mitzi Gaynor,vonGerber,,light lead,,1930,1950,1984+,1963
Ben Gazzara,Gazzara,,rebellious types,,1930,1957,1984+,1983
Michael Gazzo,,,unknown,,,,1992+,
Ellen Geer,,,unknown,,,,1992+,
Will Geer,Ghere,,sinister old men,,1902,1932,1978,1978
Judy Geeson,Geeson,,lead,,1948,1967,1984+,1976
Meg Gehrts,Gehrts,,white woman in Africa,,1891,1913,1966,1914
Daniel Gelin,G\'elin,,lead,,1921,1949,1984+,1971
Guiliano Gemma,Gemma,,speghetti westerns,,1940,1962,1984+,1972
Laura Gemser,,,nude,,,1975,1992+,1978
Leo Genn,Genn,,bland,,1905,1935,1978,1970
Linda Gentile,,,unknown,,,,1992+,
Chief Dan George,George,,unknown,,1899,1969,1981,1979
Christopher George,George,,lead,,1929,1968,1983,1983
Gladys George,Clare,,lead,,1900,1920,1954,1954
Grace George,George,,unknown,,1879,1943,1961,1943
Lynda Day George,Day,,lead,,1944,1968,1984+,1983
Muriel George,George,,"plump, charladies",,1883,1932,1965,1955
Nathan George,,,unknown,,,,1992+,
Rita George,,,unknown,,,,1992+,
Susan George,George,,lead,,1950,1967,1984+,1982
Carmelita Geraghty,,,villain,,,1925,1992+,
Gil Gerard,Gerard,,lead,,1943,1977,1984+,1983
Steve Geray,Gyergyay,,mild-mannered,,1904,1934,1973,1963
Bill Gerber,,,unknown,,,,1992+,
Richard Gere,Gere,,lead,[4.759],1949,1975,1984+,1983
Flo Gerish,,,unknown,,,,1992+,
Gene Gerrard,Gerrard,,comedian,,1892,1931,1971,1937
Balthazar Getty,Getty,,unknown,,1975,1996,1995+,
John Getz,,,unknown,,,,1992+,
Alice Ghostley,Ghostley,,"revue comedienne, character",,1926,1954,1984+,1972
Stathis Giallelis,Giallelis,,unknown,,1939,1963,1984+,1967
Giancarlo Giannini,Giannini,,lead,[4.177],1942,1966,1984+,1984
Judi Gibbs,,,unknown,,,,1992+,
Colin Gibson,,,unknown,,,,1992+,
Helen Gibson,Wenger,,lead,,1892,1915,1977,1951
Henry Gibson,Gibson,,diminutive comedy character,[4.52],1935,1964,1984+,1981
Hoot Gibson,Richard,,cowboy hero,,1892,1915,1962,1961
Mel Gibson,Gibson,,lead,[4.1163][9.219],1951,1980,1984+,1982
John Gielgud,Gielgud,,distinguished,,1904,1924,2000,1991
Stefan Gierasch,,,unknown,,,,1992+,
Frank Gifford,,,unknown,,,,1992+,
Gloria Gifford,,,unknown,,,,1992+,
Billy Gilbert,Gilbert,,character comedian,,1893,1929,1971,1962
John Gilbert,Pringle,,great silent lover,,1895,1916,1936,1935
Melissa Gilbert,,,unknown,,,,1992+,
Bruce Gilchrist,,,unknown,,,,1992+,
Connie Gilchrist,Gilchrist,,character,,1901,1941,1984+,1970
Jack Gilford,Gellman,,comic,,1907,1953,1990,1982
Maude Gill,,,unknown,,,,1992+,
Dana Gillespie,,,unknown,,,,1992+,
Anita Gillette,,,unknown,,,,1992+,
William Gillette,Gillette,,personified Sherlock Holmes,,1855,1916,1937,1916
Stu Gilliam,,,unknown,,,,1992+,
Terry Gilliam,,,unknown,,,,1992+,
Jean Gillie,Gillie,,lead,,1915,1935,1949,1947
Claude Gillingwater,Gillingwater,,irascible old man,,1870,1921,1939,1939
