JN23,Daddy Longlegs,Samuel G. Engel,N
JN25,The Rains of Ranchipur,F.Ross,R
JN31,The Pleasure Seekers,David Weisbart,N
LoS2,She Done Him Wrong,William LeBaron,N
LoS10,Born to Be Bad,William Goetz,R
LoS10,Born to Be Bad,R.Griffith,X
MPa5,La Fille du Puisatier,Pagnol,R
RWB10,The October Man,Eric Ambler,N
RWB20,Morning Departure,Jay Lewis ,N
RWB20,Morning Departure,Leslie Parkyn,N
RWB42,The One that got Away,Julian Wintle,N
RWB45,A Night to Remember,William Macquitty,N
RWB50,The Singer Not the Song,R.W.Baker,N
RWB52,Flame in the Streets,R.W.Baker,N
RWB54,The Valiant,R.W.Baker,N
RWB58,Quatermass and the Pit,Anthony Nelson Keys,N
RWB67,Dr.~Jekyll and Sister Hyde,Albert Fennell,N
RWB67,Dr.~Jekyll and Sister Hyde,Brin Clemens,X
RWB73,The Vault of Horror,Milton Subotsky,N
RWB73,The Vault of Horror,Max J. Rosenberg,N
RWB77,The Monster Club,Milton Subotsky,N
RWB82,Mission: Monte Carlo,Robert S. Baker,N
ThA10,The Silver Streak,Glendon Allvine,N
BBe1,Gold Diggers of 1935,Robert Lord,N
BBe17,Strike Up the Band,Freed,R
BBe19,Babes on Broadway,Freed,R
BBe21,The Gang's All Here,William leBaron,N
BBe23,Take Me Out To The Ball Game,Freed,R
BeH1,The Scoundrel,MacArthur,R
BeH2,Angels over Broadway,Hecht,R
CMA1,Crime Without Passion,Hecht,N
EdK10,The New Adventures of Tarzan,Dearholt-Stout,N
EdK10,The New Adventures of Tarzan,Cohen,N
EdK15,Tarzan and the Green Goddess,Dearholt-Stout,N
EdK15,Tarzan and the Green Goddess,Cohen,X
EDm18,Tender Comrade,David Hempstead,N
EDm20,Captive Wild Woman,Ben Pivar,N
EDm22,"Murder, My Sweet",Adrian Booth,R
EDm24,Cornered,Adrian Booth,N
EDm25,Till the End of Time,Schary,R
EDm26,Crossfire,Adrian Booth,R
EDm35,Broken Lance,S.C.Siegel,R
EDm38,The Left Hand of God,Buddy Adler,N
EDm39,The Mountain,Dmytryk,R
EDm40,Raintree County,David Lewis,N
EDm43,The Blue Angel,J.Cummings,R
EDm58,Bluebeard,Alexander Salkind,N
GWh10,George White's 1935 Scandals,Winfield Sheean,N
HRv10,The Lost City,Krellberg,N
IHA34,City That Never Sleeps,Auer,R
IHA35,Hell's Half Acre,Auer,R
IHA36,The Eternal City,Auer,R
JKa50,The Plunderers,Kane,R
JKa55,Rock Island Trail,Kane,R
JKa56,Transcontinent Express,Kane,R
JKa60,California Passage,Kane,R
JKa70,Jubilee Trail,Kane,R
JKa80,Spoilers of the Forest,Kane,R
LoK30,The Way of All Flesh,Zukor,R
LoK50,Dangerous Mission,Irwin Allen,N
TWa10,Foreign Affaires,Balcon,R
FkS10,Flash Gordon,Henry MacRae,N
FMD10,Scared Stiff,Wallis,R
GDo2,Bored of Education,H.Roach,R
GDo4,Broadway Limited,H.Roach,R
GDo18,If You Knew Susie,Eddie Cantor,N
GDo23,Rogues of Sherwood Forest,Fred M. Packard,N
GDo37,Them!,David Weisbart,N
GDo39,The McConnell Story,Henry Blanke,R
GDo49,Bombers B-52,Richard Whorf,N
GDo50,The Fiend Who Walked the West,Herbert B. Swope jr.,N
GDo71,Harlow,Levine,R
GDo74,Stagecoach,Martin Rackin,N
GDo76,In Like Flint,Saul David,N
GDo79,The Detective,Aaron Rosenberg,N
GDo83,They Call Me Mr.~Tibbs,Herbert Hirshman,N
HaF23,Mr.~Emanuel,William Sistrom,N
HaF29,Quiet Weekend,Warwick Ward,N
HaF35,The Man Who Watched Trains Go By,Raymond Stross,N
HaF37,Rob Roy the Highland Rogue,Disney,R
HCP1,Beloved Enemy,George Haight,N
HCP4,The Shopworn Angel,J.Mankiewicz,R
HCP5,Congo Maisie,Ruben,R
HCP6,The Story of Vernon and Irene Castle,George Haight,R
HCP6,The Story of Vernon and Irene Castle,Berman,X
HCP10,Helzapoppin,Jules Levey,N
HCP10,Helzapoppin,Glenn Tryon,X
HCP10,Helzapoppin,Alex Gottlieb,X
HCP11,Victory through Air Power,Disney,R
HCP12,Mr.~Lucky,David Hempstead,N
HCP22,The Farmer's Daughter,Schary,R
HCP24,Mr.~Baldings Builds His Dream House,Panama,N
HCP24,Mr.~Baldings Builds His Dream House,Frank,X
HCP28,Three for the Show,Jonie Taps,R
HeM20,Strange Boarders,Edward Black,N
HeM30,Back Room Boy,Edward Black,N
HKo10,First Love,Joe Pasternak,N
HKo12,Spring Parade,Joe Pasternak,N
HKo13,It Started with Eve,Joe Pasternak,N
HKo17,Luck of the Irish,Kohlmar,R
HKo18,The Bishop's Wife,S.Goldwyn,R
HKo21,The Inspector General,Jerry Wald,N
HKo22,Wabash Avenue,Perlberg,R
HKo23,My Blue Heaven,S.C.Siegel,R
HKo24,Harvey,John Beck,R
HKo26,No Highway in the Sky,Louis D. Lighton,N
HKo29,The Robe,F.Ross,R
HKo30,D\'esir\'ee,Julian Blaustein,N
HKo36,My Man Godfrey,R.Hunter,N
HKo39,The Naked Maja,Goffredo Lombardo,N
HKo41,Flower Drum Song,R.Hunter,R
HKo43,Mr. Hobbs Takes a Vacation,Jerry Wald,N
HWa9,Where No Vultures Fly,Leslie Norman,N
LaH10,Dracula's Daughter,E.M. Asher,N
LeS80,The Vampire's Ghost,Rudy Abel,N
MC3,Quai des Brumes,Rabinovitch,R
MC7,Les Enfants du Paradis,Fred Orain,N
MC9,La Marie du Port,Sacha Gordine,N
NF3,"Think Fast, Mr.~Moto",Wurtzel,R
NF4,"Thank You, Mr.~Moto",Wurtzel,R
NF6,Mr.~Moto Takes a Chance,Wurtzel,R
NF7,Mysterious Mr.~Moto,Wurtzel,R
NF10,Mr.~Moto's Last Warning,Wurtzel,R
NF16,Journey into Fear,Welles,R
AKi20,Mine Own Executioner,Kimmins,R
AKi30,The Captain's Paradise,Kimmins,R
AKi40,The Amorous Prawn,Kimmins,R
AMx1,L'Espoir,A.Malraux,R
GrR3,Intermezzo,Selznick,R
GrR4,Barricade,Edward Kaufman,N
GrR6,Rose of Washington Square,Nunally~J.,R
GrR10,I was an Adventuress,Zanuck,R
GrR15,Irish Eyes are Smiling,Damon Runyon,N
IBt20,Happy is the Bride,Paul Soskin,N
IBt24,I'm Allright Jack,R.Boulting,R
IBt38,"Soft Beds, Hard Battles",J.Boulting,R
IFa8,Broadway Musketeers,Brian Foy,N
IFa13,Married and in Love,[1],R
IFa17,China,Richard Blumenthal,N
IFa18,The Hitler Gang,B.G. deSylva,R
IFa24,Calcutta,Seton E. Miller,N
IFa25,The Big Clock,Farrow,R
IFa28,Alias Nick Beal,Endre Boehm,N
IFa32,His Kind of Woman,H.Hughes,R
IFa32,His Kind of Woman,Robert Sparks,X
IFa34,Hondo,Wayne-Fellows,R
IFa45,The Unholy Wife,Farrow,R
JPH1,The Last Train from Madrid,George M. Arthur,N
JPH2,Ebb Tide,Lucien Hubbard,N
JPH10,The Farmer's Daughter,William C. Thomas,N
DvH10,Snow White and the Seven Dwarfs,Disney,R
GeS15,Mantrap,G.Sherman,R
GeS17,The Lady and the Monster,G.Sherman,R
GeS29,Last of the Redmen,Sam Katzman,N
MP4,The Thief of Baghdad,A.Korda,R
MP6,49th Parallel,John Sutro,N
MP6,49th Parallel,Powell,X
MP8,The Life and Death of Colonel Blimp,M.Powell,R
MP8,The Life and Death of Colonel Blimp,Pressburger,X
MP11,I Know Where I Am Going,Pressburger,R
MP12,A Matter of Life and Death,Emeric Pressburger,N
MP13,Black Narcissus,Pressburger,R
MP15,The Red Shoes,Pressburger,R
MP17,Gone to Earth,M.Powell,R
MP17,Gone to Earth,Pressburger,X
MP17,Gone to Earth,Selznick,X
MP18,The Elusive Pimpernel,M.Powell,R
MP19,The Tales of Hoffman,Pressburger,R
MP20,The Wild Heart,Emeric Pressburger,R
MP20,The Wild Heart,Selznick,X
MP25,Oh Rosalinda!!,Emeric Pressburger,R
MP31,The Battle of the River Plate,Emeric Pressburger,N
MP35,Peeping Tom,M.Powell,R
NNo1,River of Unrest,Frank King,N
NNo1,River of Unrest,Maurice King,X
SSS45,Rio Rita,Berman,R
SSS58,Abbott and Costello in Hollywood,Martin Gosch,N
WWn80,The Perils of Nyoka,W.J. OSullivan,N
WWn205,Juvenile Jungle,Sidney Picker,N
EP1,Vessel of Wrath,Pommer,R
FoB30,Flash Gordon's Trip to Mars,Barney Sarecky,N
FoB50,Flash Gordon Conquers the Universe,Henry MacRae,N
FoB70,The Golden Idol,Beebe,R
GaK4,Bachelor Mother,Berman,R
GaK4,Bachelor Mother,B.G. deSylva,X
GaK5,My Favorite Wife,Leo McCarey,N
GaK7,"Tom, Dick and Harry",Robert Sisk,N
GaK20,Some Kind of Hero,Walter Mirisch,N
GWg16,The Wolf Man,Waggner,R
GWg23,The Climax,Waggner,R
GWg24,Frisco Sal,Waggner,R
GWg25,Shady Lady,Waggner,R
HIL5,Mr.~Moto in Danger Island,John Stone,N
JoL2,Picnic,Fred Kohlmar,N
JoL3,Bus Stop,Buddy Adler,N
JoL4,Sayonara,William Goetz,N
LeG36,The Mummy's Curse,Oliver Drake,N
LeG40,Fireman Save My Child,Howard Christie,N
RBS15,That Wonderful Urge,Kohlmar,R
WlN10,"Mr.~Wong, Detective",Scott R. Dunlap,N
WlN12,Mr.~Wong in Chinatown,Scott R. Dunlap,N
AnS1,The Great Victor Herbert,And.Stone,N
AnS15,Julie,And.Stone,N
AnS15,Julie,Marty Melcher,X
AnS17,Cry Terror,And.Stone,R
AnS29,The Secret of my Success,And.Stone,R
AnS31,Song of Norway,And.Stone,R
AnS33,The Great Waltz,And.Stone,R
BaS10,"Sing, Bing, Sing",Mack Sennett,N
ChV13,The Tuttles of Tahiti,Sol Lesser,N
ChV20,Gilda,Virginia vanUpp,N
ChV26,The Loves of Carmen,CH.Vidor,R
ChV35,Hans Christian Andersen,Samuel Goldwyn,N
ChV45,The Joker is Wild,Ch.Vidor,R
ChV45,The Joker is Wild,Frank Sinatra,X
ChV46,A Farewell to Arms,Selznick,R
DFl10,Gulliver's Travels,M.Fleischer,R
DFl11,Mr.~Bug goes to Town,M.Fleischer,R
IPC25,Sleeping Car to Trieste,George H. Brown,N
JqT2,Cat People,VaL~Lewton,R
JqT3,I Walked with a Zombie,VaL~Lewton,R
JqT4,The Leopard Man,VaL~Lewton,R
JqT7,Out of the Past,Warren Duff,N
JqT8,Berlin Express,Bert Granet,N
JqT14,Curse of the Demon,Frank Bevis,N
JVK30,The Second Woman,Mort Briskin,N
JVK35,Two Tickets to Broadway,Jerry Wald,N
JVK35,Two Tickets to Broadway,H.Hughes,X
PGy10,That Hagen Girl,Alex Gottlieb,N
PGy16,Barricade,Saul Elkins,R
RRw15,Lost Angel,Robert Sisk,N
RRw20,Our Vines Have Tender Grapes,Robert Sisk,N
RRw25,Excuse My Dust,Cummins,R
RRw32,The 5000 Fingers of Dr.~T,St.Kramer,R
RRw33,Affair with a Stranger,Robert Sparks,N
RRw35,Hit the Deck,Joe Pasternak,N
RRw37,These Wilder Years,Jules Schermer,N
WMG10,Blackwell's Island,Bryan Foy,N
ADT18,House of Wax,Bryan Foy,N
BHl10,The East Side Kids,Katzman,N
CCb10,The Mummy's Hand,Ben Pivar,N
FAl10,Beyond the Rockies,Tom Keene,N
GPa1,Major Barbara,G.Pascal,R
GPa2.,Caesar and Cleopatra,G.Pascal,R
IgR2,I'm Still Alive,Frederic Ullman,N
IgR2,I'm Still Alive,~jr.,X
IgR10,The Bachelor and the Bobbysoxer,Schary,R
IgR14,Dancing in the Dark,George Jessel,R
IgR15,Three Husbands,I.G. Goldsmith,N
IgR19,New Mexico,Irving Allen,N
IHw10,Spellbound,R.Murray Leslie,N
JHL17,The Big Combo,Sidney Harmon,N
JnD33,Notre Dame de Paris,Robert Hakim,N
JnD33,Notre Dame de Paris,Raymond Hakim,N
JnD36,Inspector Maigret,J.P. Guilbert,N
LSh1,Charlie Chan at the Wax Museum,Walter Morosco,N
LSh1,Charlie Chan at the Wax Museum,Ralph Dietrich,X
OW1,Citizen Kane,Welles,R
OW2,The Magnificent Ambersons,Welles,R
OW4,The Stranger,S.P. Eagle,N
OW4,The Stranger,Sam Spiegel,X
OW5,The Lady From Shanghai,Richard Wilson,N
OW5,The Lady From Shanghai,W.Castle,R
OW6,Macbeth,Welles,R
OW7,Othello,Welles,R
OW9,A Touch of Evil,Albert Zugsmith,N
OW9,A Touch of Evil,Rick Schmidlin,Z
OW9,A Touch of Evil,E:Walter Murch,Z
OW11,Chimes at Midnight,Alessandro Tasca,N
OW13,The Deep,Welles,R
PS3,Sullivan's Travels,Paul Jones,N
PS4,The Lady Eve,Paul Jones,N
PS5,The Palm Beach Story,Paul Jones,N
PS7,The Miracle of Morgan's Creek,P.Sturges,R
PS8,Hail the Conquering Hero,P.Sturges,R
PS9,Mad Wednesday,H.Hughes,R
PS13,The Sin of Harold Diddlebook,H.Hughes,R
PS20,Unfaithfully Yours,P.Struges,R
PS21,The Beautiful Blonde from Bashful Bend,P.Struges,R
PS22,Les Carnets de Major Thompson,Paul Wagner,N
TBs40,Caligula,Bob Guccione,N
TBs40,Caligula,Giancarlo Lui,X
BaD13,The Blue Lamp,Michael Relph,N
BaD22,Who Done It,Michael Ralph,N
BaD22,Who Done It,B.Dearden,X
BaD26,The League of Gentlemen,Michael Relph,N
BaD28,All Night Long,Michael Relph,N
BaD29,Victim,Michael Relph,N
BaD35,Masquerade,Michael Relph,N
BaD39,The Man who Haunted Himself,Relph,R
BBo10,The Bullfighter and The Lady,Boetticher,N
ChC4,Hue and Cry,Cornelius,R
ChC7,The Lavender Hill Mob,M.Truman,N
ChC11,The Titfield Thunderbolt,Michael Truman,N
ChC30,A Fish Named Wanda,Michael Shamberg,N
DBy4,Talk About a Stranger,Richard Goldstein,N
DBy10,They Saved Hitler's Brain,Carl Edwards,N
DMi15,Love Happy,Lester Cowan,N
DMi15,Love Happy,Mary Pickford,X
DMi25,The Opposite Sex,Joe Pasternak,N
DMi27,The Story of Esther Costello,James Woolf,N
DMi28,Happy Anniversary,Ralph Fields,R
DMi32,Back Street,Ross Hunter,N
DMi35,Lonely Are the Brave,Edward Lewis,N
DMi45,Executive Action,Edward Orloff,N
GSy4,Anchors Aweigh,Joe Pasternak,N
GSy10,Showboat,Freed,R
GSy11,Sacaramouche,Carey Wilson,N
GSy13,Kiss Me Kate,J.Cummings,R
GSy17,Pal Joey,Fred Kolmar,N
GSy30,Bye Bye Birdie,Fred Kohlmar,N
GSy40,Half a Sixpence,Charles H. Schneer,R
GSy40,Half a Sixpence,Sidney,X
IrR6,"Now, Voyager",Wallis,R
IrR8,The Adventures of Mark Twain,Jesse L. Lasky,N
IrR10,The Corn is Green,Jack Chertok,N
IrR12,Rhapsody in Blue,Lasky,R
IrR23,Another Man's Poison,Fairbanks~jr,R
IrR32,The Miracle,Henry Blanke,N
IrR50,Born Again,Robert L. Minger,N
IrR50,Born Again,Frank Capra~jr.,X
IH1,The Maltese Falcon,Wallis,R
IH3,Across the Pacific,Wallis,R
IH11,The Treasure of the Sierra Madre,Henry Blanke,N
IH12,Key Largo,Jerry Wald,N
IH14,The Asphalt Jungle,Hornblow,R
IH14,The Asphalt Jungle,Ben~Maddow,X
IH15,Red Badge of Courage,G.Reinhardt,R
IH16,The African Queen,Sam Spiegel,N
IH17,Moulin Rouge,Jack Clayton,N
IH19,Moby Dick,J.Huston,R
IH20,Heaven Knows Mr.~Allison,Buddy Adler,N
IH20,Heaven Knows Mr.~Allison,Eugene Franks,X
IH22,The Unforgiven,James Hill,N
IH23,The Misfits,Frank~Taylor,R
IH26,The List of Adrian Messenger,Edward Lewis,N
IH27,The Night of the Iguana,Ray~Stark,R
IH29,Casino Royale,Charlie~Feldman,R
IH29,Casino Royale,Jerry Bresler,N
IH30,Reflections in a Golden Eye,Ray Stark,N
IH35,Fat City,Ray~Stark,R
IH38,The Man Who Would Be King,John Foreman,N
IH42,Victory,Tom Stern,N
IH42,Victory,Freddie Fields,X
IH47,Prizzi's Honor,John Foreman,R
LaC20,Great Day,Victor Hanbury,N
LaC25,Silent Dust,Nat Bronstein,N
LaC35,Eight O'Clock Walk,George King,N
LHo1,Pimpernel Smith,L.Howard,R
LHo2,The First of the Few,L.Howard,N
LHo2,The First of the Few,George King,X
LHo2,The First of the Few,Adrian Brunel,X
LHo2,The First of the Few,John Stafford,X
PaJ10,Shadow on the Wall,Sisk,R
ReC5,Romeo and Juliet,Joe Janni,N
ReC5,Romeo and Juliet,Sandro Ghenzi,X
StH5,The Glass Key,Fred Kohlmar,N
StH13,Blue Skies,S.C.Siegel,R
StH15,Smash-Up,Wanger,R
StH18,Tulsa,Wanger,R
StH20,Chain Lightning,Anthony Veiller,N
StH23,I died a Thousand Times,Willlis Goldbeck,N
StH30,Hitler,E.Charles Strauss,N
TTz2,Fighting Father Dunne,Phil L. Ryan,N
TTz4,Riff Raff,Nat Holt,N
TTz8,Johnny Allegro,Irving Starr,N
TTz9,The Window,Frederick Ullman,N
TTz10,The White Tower,Rogell,R
TTz20,Son of Sinbad,Robert Sparks,N
VdS4,Sciusci\`a,Paolo W. Tamburella,N
VdS5,Bicycle Thieves,Umberto Scarparelli,N
VdS13,Stazione Termini,Selznick,R
VdS15,Two Women,Carlo Ponti,N
VdS17,"Yesterday, Today and Tomorrow",Joseph E. Levin,N
VdS17,"Yesterday, Today and Tomorrow",Carlo Ponti,X
VdS24,The Garden of the Finzi-Continis,Gianni Hecht Lucari,N
WlM10,Mr.~District Attorney,Leonard Fields,N
Z4101,Next of Kin,Ministry of Inf.,O
Z4102,The Foreman went to France,Ministry of Inf.,O
Z4103,Went Well the Day,Ministry of Inf.,O
Z4104,The First of the Few,Ministry of Inf.,O
ALe1,The Moon and Sixpence,St.Kramer,R
ALe4,Pandora and the Flying Dutchman,Lewin,R
ALe7,Saadia,Lewin,R
AnM16,The Furies,Wallis,R
AnM25,The Glenn Miller Story,Aaron Rosenberg,N
AnM27,Strategic Air Command,Samuel Briskin,R
AnM35,Cimarron,Grainger,R
AnM37,El Cid,Samuel Bronston,N
AnM40,The Fall of the Roman Empire,Samuel Bronston,N
ChF7,Scott of The Antarctic,Sidney Cole,N
DL1,In Which We Serve,Noel Coward,N
DL3,Blithe Spirit,Anthony HavelockAllan,N
DL4,Brief Encounter,Anthony HavelockAllan,R
DL5,Great Expectations,Anthony HavelockAllen,R
DL7,Passionate Friends,Eric Ambler,N
DL9,The Sound Barrier,Lean,R
DL10,Hobson's Choice,Norman Spencer,N
DL10,Hobson's Choice,Lean,X
DL11,Summertime,A.Korda,R
DL12,The Bridge on the River Kwai,Sam~Spiegel,R
DL13,Lawrence of Arabia,Sam Spiegel,N
DL15,Ryan's Daughter,Anthony Havelock,N
DL16,A Passage to India,John Brabourne,N
FZ8,The Men,St.Kramer,R
FZ10,High Noon,St.Kramer,R
FZ11,The Member of the Wedding,St.Kramer,R
FZ12,From Here to Eternity,Buddy Adler,N
FZ13,Oklahoma!,Arthur Hornblow~jr.,N
FZ14,The Nun's Story,Blanke,R
FZ15,The Sundowners,Gerry Blatner,N
FZ19,Day of the Jackal,John Woolf,N
FZ19,Day of the Jackal,David Deutsch,X
FZ20,Julia,Richard Roth,N
FZ20,Julia,Julien Derode,X
FZ21,Five Days One Summer,Ladd,R
GLa10,Martin Roumagnac,Marc Le Pelletier,N
IRa4,The Great Impersonation,Paul Malvern,N
IRa5,Sherlock Holmes and the Voice of Terror,Howard Benedict,N
IRa10,Dick Tracy vs. Cueball,Herman Schlom,N
IRa12,Dick Tracy's Dilemma,Herman Schlom,N
IRa14,Dick Tracy Meets Gruesome,Herman Schlom,N
JD8,The Naked City,Hellinger,R
JD10,Night and the City,Samuel T. Engel,R
JD15,Never on Sunday,Dassin,R
JeY10,The Naughty Nineties,Edward L. Hartman,N
JeY10,The Naughty Nineties,John Grant,X
JeY30,Abbott and Costello Lost in Alaska,Howard Christie,N
JqB15,Antoine et Antoinette,C.F. Cavenau,N
JqB18,Rendevouz de Julliet,Neves Gaston Vouatoux,N
JqB25,Touchez pas au Grisbi,Robert Dorfman,N
JqB38,Le Trou,Sege Silberman,N
LAr4,Wicked Lady,R.J. Minney,N
LuV30,Rocco and His Brothers,Goffredo Lombardo,N
LuV50,Il gattopardo,Goffredo Lombardo,N
MiG25,Another Part of the Forest,Jerry Bresler,N
MiG27,An Act of Murder,Jerry Bresler,N
MiG30,Cyrano de Bergerac,St.Kramer,R
MiG35,Pillow Talk,R.Hunter,R
MiG35,Pillow Talk,Martin Melcher,X
MiG45,A Very Special Favor,Robert~Arthur,R
MiG50,The Impossible Years,Weingarten,R
VSh7,All Through the Night,Jerry Wald,N
VSh9,The Hard Way,Jerry Wald,N
VSh10,Old Acquaintenance,Blanke,R
VSh15,Mr.~Skeffington,Julius~Epstein,N
VSh15,Mr.~Skeffington,Phillip G. Epstein,X
VSh23,The Adventures of Don Juan,Jerry Wald,N
VSh25,The Hasty Heart,V.Sherman,R
AkK14,Shichinin no Samurai,Shojiro Motoki,R
AkK25,"Tora, Tora, Tora",Elmo Williams,R
AkK28,Ran,Masato Hara,N
AkK28,Ran,Serge Silberman,N
ChW2,Good News,Freed,R
ChW3,Easter Parade,Freed,R
ChW4,The Barkleys of Broadway,Freed,R
ChW6,Lili,Edwin H. Knopf,N
ChW7,Dangerous when Wet,George Wells,N
ChW12,High Society,S.C.Siegel,R
ChW16,Ask any Girl,Joe Pasternak,N
ChW25,"Walk, Don't Run",Sol~Spiegel,R
FLd10,I see a Dark Stranger,Launder,R
FLd10,I see a Dark Stranger,Gilliat,X
FLd18,The Blue Lagoon,Launder,R
FLd18,The Blue Lagoon,Gilliat,X
FLd20,The Happiest Day of Your Life,Launder,R
FWx10,Lassie Come Home,Samuel Marx,N
FWx20,The Secret Garden,Cl.Brown,R
HeL23,The President's Lady,Sol~Spiegel,R
HeL30,Journey to the Center of the Earth,Brackett,R
HeL33,Where the Boys Are,Joe Paternak,N
HSh10,Confidential Agent,Robert Buckner,N
HuJ5,The Silent Village,Jennings,N
HuJ10,A Diary for Timothy,Basil Wright,N
MDr10,Meshes of the Afternoon,sp,U
MRs1,The Seventh Victim,Val~Lewton,R
MRs2,The Ghost Ship,Val~Lewton,R
MRs13,Isle of the Dead,Val~Lewton,N
MRs21,Peyton Place,Jerry Wald,N
MRs32,Inn of the Sixth Happiness,Mark Robson,N
MRs36,The Prize,Berman,R
MRs37,Von Ryan's Express,Robson,R
MRs39,Valley of the Dolls,David Weisbart,N
MRs39,Valley of the Dolls,Robson,R
MRs41,"Happy Birthday, Wanda June",Plester Goldsmith,N
MRb43,Earthquake,J.Lang,R
PHy6,Capricorn One,Lew Grade,N
PHy15,Running Scared,Hyams,R
PHy20,Presidio,D.Constantin Conte,N
PHy29,The Star Chamber,Frank Yablans,N
PHy39,The Relic,Gale Anne Hurd,N
RCl5,Les Jeux Interdits,Robert Dorfman,N
RtB4,Journal d'un Cur\'e de Campagne,Leon Carre,R
SGi3,The Rake's Progress,Gilliat,R
SGi3,The Rake's Progress,Launder,X
SGi8,State Secret,Launder,R
SGi30,Endless Night,Gilliat,N
VGu19,The Quatermass Experiment,Anthony Hinds,N
VGu23,Quatermass II,Anthony Hinds,N
VGu25,Up the Creek,Henry Halsted,N
VGu34,Jigsaw,V.Guest,R
VGu36,The Beauty Jungle,V.Guest,R
VGu40,When Dinosaurs Ruled The Earth,Aida Young,R
VM1,Cabin in the Sky,Freed,R
VM4,Meet Me in St.Louis,Freed,R
VM5,The Clock,Freed,R
VM7,Ziegfeld Follies,Arthur Freed,N
VM8,Madame Bovary,Berman,R
VM9,Father of the Bride,Berman,R
VM10,An American in Paris,Freed,R
VM11,The Bad and the Beautiful,John Houseman,N
VM13,The Band Wagon,Freed,R
VM19,Lust for Life,John Houseman,N
VM21,The Reluctant Debutante,Berman,R
VM22,Gigi,Freed,R
VM33,A Matter of Time,Jack H. Skirball,N
VM33,A Matter of Time,Grainger,X
WiC30,Macabre,W.Castle,R
WiC51,The Tingler,W.Castle,R
WiC55,Homicidal,W.Castle,R
DSy1,Act One,Schary,R
EAB10,Escape in the Desert,Alex Gottlieb,N
JeD10,Don't Take it to Heart,Sidney Box,N
LAl2,The Uninvited,Charles Brackett,N
LOl1,Henry V,L.Olivier,R
LOl3,Richard III,L.Olivier,R
LOl4,The Prince and the Showgirl,L.Olivier,R
PhK39,The Young Doctors,St.Millar,R
PhK46,Hornet's Nest,Stanley S. Kantor,N
PhK50,Walking Tall,Mort Broskin,N
RBt6,The Guinea Pig,J.Boulting,N
RBt17,There's a Girl in My Soup,J.Boulting,R
RLB9,The Mummy's Ghost,Ben Pivar,N
RLB12,Jungle Woman,Will Cowan,N
RLB22,The Black Sheep,Koch,R
RWh8,Blonde Fever,W.Wright,R
RWh10,Till the Clouds Roll By,Arthur Freede,N
RWh15,Love From A Stranger,James J. Geller,R
RWh20,Champagne for Caesar,George Moskov,N
RWh50,Most Likely to Succeed,Hitchcock,R
RWi1,Mademoiselle Fifi,Val Newton,N
RWi2,The Curse of the Cat People,VaL~Lewton,R
RWi3,The Body Snatchers,Val Newton,N
RWi9,The Set-Up,Richard Goldstone,N
RWi13,The Day the Earth Stood Still,Cacoynnis,R
RWi28,West Side Story,R.Wise,R
RWi29,The Haunting,R.Wise,R
RWi33,Star!,R.Wise,N
RWi33,Star!,Saul Chaplin,X
RWi34,The Andromeda Strain,R.Wise,R
RWi36,The Hindenburg,R.Wise,R
SNe10,The Lost Continent,Sigmund Neufeld,N
CoB3,The Years Between,Sidney Box,N
CoB6,King Solomon's Mines,Zimbalist,R
DS5,Night unto Night,Owen Crump,N
DS6,The Verdict,William Jacobs,N
DS8,The Big Steal,Jack J. Gross,N
DS13,The Invasion of the Body Snatchers,Wanger,R
DS23,The Killers,D.Siegel,R
DS28,Death of a Gunfighter,Richard E. Lyons,N
DS30,The Beguiled,Siegel,R
DS32,Dirty Harry,D.Siegel,R
DS33,Charley Varrick,D.Siegel,R
DS36,Telefon,James B. Harris,N
DS38,Rough Cut,David Merrick,N
DS40,Jinxed!,Herb Jaffe,N
DS49,Marathon,Sidney Beckerman,N
DS49,Marathon,Robert Daley,X
DS50,The Dead Pool,David Valdes,N
EK1,A Tree Grows in Brooklyn,Louis D. Lighton,N
EK3,Boomerang,Louis deRochemont,N
EK5,Panic in the Streets,S.C.Siegel,R
EK6,A Streetcar Named Desire,Charlie~Feldman,R
EK10,East of Eden,E.Kazan,N
EK12,A Face in the Crowd,E.Kazan,R
EK14,Splendor in the Grass,E.Kazan,R
EK18,The Last Tycoon,Sam Spiegel,N
FdC14,Bedtime for Bonzo,Michael Kraike,N
FdC16,Little Egypt,Jack Gross,N
FdC23,Frankie and Johnny,Edward Small,N
GS3,Miracle on 34th Street,Seaton,N
GS3,Miracle on 34th Street,William Perlberg,X
GS6,For Heaven's Sake,William Perlberg,N
GS7,The Big Lift,William Perlberg,N
GS9,The Country Girl,Perlberg,N
GS14,Teacher's Pet,William Perlberg,N
GS16,Airport,Ross Hunter,N
GS16,Airport,Jaque Mapes,N
HaW4,Road to Utopia,Paul Jones,N
HaW9,Road to Bali,Hary Tugend,N
InB18,Wild Strawberries,Allan Ekelund,N
InB21,The Virgin Spring,Allan Ekelund,N
InB32,The Touch,Owe Carlburg,N
InB35,Face to Face,I.Bergman,R
InB41,Fanny and Alexander,Jorn Donner,R
IBe4,Casbah,Erik Charell,N
MNo10,Dillinger,Frank King,N
MNo10,Dillinger,Maurice King,X
MSf10,La Cabalgata del Circo,Miguel Marchiniendorena,N
MSf15,Spendthrift,Miguel Marchiniendorena,N
RHa3,It Always Rains on Sunday,Henry Cornelius,N
RHa4,Kind Hearts and Coronets,Michael Relph,N
