NT75,Young Tom Edison,1940
NT80,A Yank at Eton,1942
NT85,Girl Crazy,1942
NT90,The Hoodlum Saint,1946
NT92,The Beginning or the End,1947
NT94,Big City,1948
NT95,The Bride Goes Wild,1948
NT100,Please Believe Me,1950
NT105,Room for one More,1952
NT110,Living it Up,1954
NT115,The Birds and the Bees,1956
NT120,Bundle of Joy,1957
NT121,The Fuzzy Pink Nightgown,1957
NT125,Don't Give Up the Ship,1959
NT127,Blue Hawaii,1961
NT128,Girls! Girls! Girls!,1962
NT130,Palm Springs Weekend,1963
NT135,Tickle Me,1965
NT140,Sergeant Deadhead,1965
NT145,Speedway,1967
RTh3,Tarzan Escapes,1936
RTh4,Three Loves has Nancy,1938
RTh5,Tarzan Finds a Son,1939
RTh6,Huckleberry Finn,1939
RTh7,The Earl of Chicago,1940
RTh8,Wyoming,1940
RTh9,Tarzan's Secret Treasure,1941
RTh10,Tarzan's New York Adventure,1942
RTh11,White Cargo,1942
RTh12,Above Suspicion,1943
RTh15,The Thin Man Goes Home,1945
RTh23,A Date With Judy,1948
RTh25,The Sun Comes Up,1949
RTh26,Challenge to Lassie,1949
RTh27,Three Little Words,1950
RTh30,The Great Caruso,1951
RTh32,Ivanhoe,1952
RTh35,The Prisoner of Zenda,1953
RTh37,Ivanhoe,1953
RTh40,Knights of the Round Table,1954
RTh42,The Student Prince,1954
RTh52,The Venetian Affair,1954
RTh53,The Prodigal Son,1955
RTh58,Jailhouse Rock,1957
TG8,One Way Passage,1932
TG11,China Seas,1935
TG15,Stand-In,1937
TG16,Love is News,1937
TG17,The Slave Ship,1937
TG19,Eternally Yours,1939
TG20,Trade Winds,1939
TG21,Seven Sinners,1940
TG22,Cheers for Miss Bishop,1941
TG27,Mrs.~Parkinton,1944
TG30,The Postman Always Rings Twice,1946
TG32,A Connecticut Yankee in King Arthur's Court,1949
TG39,The Black Knight,1954
TG42,The Delta Factor,1970
WaF10,The Ghost Train,1931
WaF15,Rome Express,1932
WaF20,Chu Chin Chow,1934
WaF25,Bulldog Jack,1935
WaF35,Saloon Bar,1940
WaF40,The Ghost Train,1941
WaF45,Atlantic Ferry,1941
WaF48,Charley's Bighearted Aunt,1941
WaF50,It's that Man Again,1942
WD1,Steamboat Willie,1928
WD2,Flowers and Trees,1932
WD101,Snow White and the Seven Dwarfs,1937
WD102,Pinocchio,1939
WD103,Fantasia,1940
WD105,The Three Caballeros,1945
AD10,Arsenal,1929
AD20,Earth,1930
AD30,Ivan,1932
AD40,Aerograd,1935
AD50,Life in Blossom,1947
ArR10,The Informer,1929
BVi5,Seven Faces,1929
BVi10,The Wise Sex,1931
BVi12,The Man from Yesterday,1932
BVi20,Rhodes of Africa,1931
CJu10,So ist das Leben,1929
DGz10,Ramona,1929
ELa10,Der Teufelsreporter,1929
FRJ30,Bulldog Drummond,1929
GgA3,Manslaughter,1930
GgA8,Boy Meets Girl,1938
GgA9,Too Many Girls,1940
HnS10,The Wonderful Life of Nina Petrovna,1929
HPo10,Show Boat,1929
ICr2,The Dance of Life,1929
ICr4,Street of Chance,1930
ICr5,Tom Sawyer,1930
ICr6,The Texan,1930
ICr7,For the Defense,1930
ICr10,The Vice Squad,1931
ICr15,Sweepings,1933
ICr16,The Silver Cord,1933
ICr19,Of Human Bondage,1934
ICr24,Little Lord Fauntleroy,1936
ICr25,Banjo on my Knee,1936
ICr27,The Prisoner of Zenda,1937
ICr28,Algiers,1938
ICr30,Made for Each Other,1939
ICr35,Since You Went Away,1944
ICr36,The Enchanted Cottage,1945
ICr38,Anna and the King of Siam,1946
ICr40,Dead Reckoning,1947
ICr42,The Company She Keeps,1951
IFD20,Kismet,1930
IFD25,The Girl of the Golden West,1930
IFD50,Call Her Savage,1932
IyT10,Blue Express,1929
JdL10,Jealousy,1929
JdL12,The Letter,1929
JGr5,"Da\""inah la M\'etisse",1931
JGr15,Remorques,1939
JGr18,Lumieres d'Et/'e,1942
JGr23,L'Etrange Monsieur Victor,1949
JGr30,Pattes Blanches,1949
JS1,Cocoanuts,1929
JS5,Million Dollar Baby,1934
JS36,Remember Pearl Harbor,1942
JS42,Brazil,1944
LiB1,Madame X,1929
LiB2,The Unholy Night,1929
LiB3,The Green Ghost,1929
LiB4,His Glorious Night,1930
LiB5,The Rogue Song,1930
LiB6,Ten Cents A dance,1931
LMC6,The Kid From Spain,1932
LMC9,Duck Soup,1933
LMC12,Ruggles of Red Gap,1935
LMC13,The Milky Way,1936
LMC14,Make Way for Tomorrow,1937
LMC15,The Awful Truth,1937
LMC16,Love Affair,1939
LMC18,Going My Way,1944
LMC19,The Bells of St.~Mary's,1945
LMC23,An Affair to Remember,1957
LMC24,Heaven Knows Mr.~Allison,1957
LuR8,Rio Rita,1929
LuR10,Hit the Deck,1930
McR10,The Third Eye,1929
McR40,Busman's Holiday,1936
McR50,Woman to Woman,1946
McR60,The Story of Shirley Yorke,1949
McR80,Johnny on the Spot,1954
McR90,Not a Hope in Hell,1960
MkD3,The Pigeon,1929
MkD5,Alien Shore,1930
MkD7,Fire,1931
MkD10,The Childhood of Maxim Gorki,1938
MkD11,Out in the World,1939
MkD12,My Universities,1940
MkD15,How the Steel was Tempered,1942
MkD17,The Rainbow,1944
MkD20,The Village teacher,1947
MkD30,Mother,1956
MkD35,Gordeyev's Family,1959
MkD40,A Mother's Heart,1966
MkD41,A Mother's Devotion,1967
MkD47,Nadyezhda,1973
NoL8,Streets of London,1929
NoL22,Pride of the Force,1932
NoL26,No Escape,1996
NoL28,French Leave,1937
NoL30,Bulldog Drummond at Bay,1937
NoL32,Almost a Honeymoon,1938
NoL34,Murder in Soho,1939
NoL36,The Door with Seven Locks,1940
NoL45,The Monkey's Paw,1948
NoL48,The Case of Chatles Peace,1949
NoL52,The Girl who Couldn't Quite,1950
PJ7,"Mutter Krausens Fahrt ins Gl\""uck",1929
PJ12,Berlin-Alexanderplatz,1931
RdR10,Gold Diggers of Broadway,1929
RdR14,Terror,1931
RdR30,Blonde Crazy,1931
RdR32,The Maltese Falcon,1931
RdR37,Taxi!,1932
RdR38,Blessed Event,1932
RdR40,Employees' Entrance,1933
RdR44,Lady Killer,1933
RdR46,Bulldog Drummond Strikes Back,1934
RdR47,Upperworld,1934
RdR48,Folies Bergere,1935
RdR50,Thanks a Million,1935
RdR52,Born to Dance,1936
RdR53,Broadway Melody of 1936,1936
RdR54,On the Avenue,1937
RdR56,Broadway Melody of 1938,1938
RdR61,He Married his Wife,1940
RdR62,Topper Returns,1941
RdR63,The Chocolate Soldier,1941
RdR64,Topper Returns,1941
RdR66,Maisie Gets Her Man,1942
RdR68,DuBarry Was a Lady,1943
RdR70,The Babe Ruth Story,1948
RdR72,West Point Story,1950
RdR76,Stop! You're Killing Me,1952
RdR80,Phantom of the Rue Morgue,1954
RdR90,Why Must I Die?,1960
RM1,Applause,1929
RM2,City Streets,1931
RM3,Dr.~Jekyll and Mr.~Hyde,1932
RM4,Love Me Tonight,1932
RM5,Song of Songs,1933
RM6,Queen Christina,1933
RM8,Oklahoma,1934
RM7,We Live Again,1934
RM14,Becky Sharp,1935
RM9,The Gay Desperado,1936
RM10,"High, Wide, and Handsome",1937
RM11,Golden Boy,1939
RM12,The Mark of Zorro,1940
RM13,Blood and Sand,1940
RM15,Rings on her Fingers,1942
RM16,Summer Holiday,1948
RM17,Silk Stockings,1957
RM18,Menschen am Sonntag,1929
RM19,Pi\`eges,1939
RM20,Son of Dracula,1943
RM21,Cobra Woman,1944
RM22,Phantom Lady,1944
RM23,The Spiral Staircase,1945
RM24,Nocturne,1946
RM25,The Killers,1946
RM26,The Dark Mirror,1946
RM27,Criss Cross,1948
RM28,The Spiral Staircase,1948
RM29,The Crimson Pirate,1952
ThF5,Whoppee,1930
ThF6,Be Yourself,1930
ThF11,Love Affair,1932
ThF15,Flying Down to Rio,1933
ThF17,George White's Scandals,1934
ThF25,So This is London,1939
ThF30,Too Many Blondes,1941
TRu10,La Iocandiera,1929
WeK10,"Br\""uder",1929
WTh3,Drei von der Tankstelle,1930
WTh5,Lottery Lover,1934
WTh10,The Jungle Princess,1936
WTh18,Tarzan Triumphs,1943
WTh19,Tarzan's Desert Mystery,1943
WTh23,Madonna's Secret,1946
xGa10,St.Joan -- The Maid,1929
Z4910,Black and Tan,1929
Z4911,St.~Louis Blues,1929
Z4914,Hi de Ho,1930
Z4915,Jitterbig Party,1931
Z4917,Bundle of Blues,1933
Z4920,Symphony in Black,1935
BDn2,Escape,1932
BDn5,The Impassive Footman,1932
BDn7,The Constant Nymph,1933
BDn9,Java Head,1934
BDn11,Sing as We Go,1934
BDn13,Lorna Doone,1935
BDn20,Twenty-one Days,1939
GBW10,The Chinese Bungalow,1930
GC1,Grumpy,1930
GC2,Virtous Sin,1930
GC3,The Royal Family of Broadway,1931
GC4,Tarnished Lady,1931
GC5,Girls About Town,1931
GC6,One Hour with You,1932
GC7,What Price Hollywood,1932
GC8,A Bill of Divorcement,1932
GC9,Rockabye,1932
GC10,Our Betters,1933
GC11,Dinner at Eight,1933
GC12,Little Women,1933
GC13,David Copperfield,1934
GC14,Sylvia Scarlett,1936
GC15,Romeo and Juliet,1936
GC16,Camille,1936
GC17,Holiday,1936
GC18,Zaza,1938
GC19,The Women,1939
GC20,Susan and God,1940
GC21,The Philadelphia Story,1940
GC22,A Woman's Face,1942
GC23,Two-Faced Woman,1942
GC24,Her Cardboard Lover,1942
GC25,Keeper of the Flame,1943
GC26,Gaslight,1944
GC27,Winged Victory,1944
GC28,Desire Me,1947
GC29,A Double Life,1947
GC30,Adam's Rib,1949
GC31,Edward My Son,1950
GC32,A Life of her Own,1950
GC33,Born Yesterday,1950
GC34,The Model and the Marriage Broker,1952
GC35,The Marrying Kind,1952
GC36,Pat and Mike,1952
GC37,The Actress,1953
GC38,It Should Happen to You,1954
GC39,A Star is Born,1954
GC40,Bhowani Junction,1956
GC41,Les Girls,1957
GC42,Wild is the Wind,1957
GC43,Heller in Pink Tights,1959
GC44,Song Without End,1960
GC45,Let's Make Love,1960
GC46,The Chapman Report,1962
GC47,Something's Got To Give,1963
GC48,My Fair Lady,1963
GC49,Justine,1969
GC50,Travels with my Aunt,1973
GC51,Love Among the Ruins,1975
GC52,The Blue Bird,1976
GC53,The Corn is Green,1979
GC54,Rich and Famous,1981
HAA10,Laughter,1930
HAA15,Topaze,1933
HHu1,Hell's Angels,1930
HHu2,The Outlaw,1948
HHu3,Vendetta,1950
HMF10,Harmony at Home,1930
HMF20,Charlie Chan Carries On,1931
HMF22,Black Camel,1931
HMF25,Charlie Chan's Greatest Case,1933
HMF30,Second Hand Wife,1933
HoH10,The Big Pond,1930
HoH12,Bad Sister,1931
HPC10,The Silent Enemy,1930
IB8,Broken Blossoms,1936
IB14,Escape to Glory,1940
IB16,The Undying Monster,1942
IB17,Tonight We Raid Calais,1942
IB18,Wintertime,1943
IB19,The Lodger,1944
IB20,Hangover Square,1944
IB21,Guest in the House,1944
IB22,The Locket,1946
IB30,The Mad Magician,1954
IB100,A Night With the Boys,1959
IB101,Dry Run,1959
IB102,Madame Mystery,1960
IB103,The Cuckoo Clock,1960
IB104,The Hero,1960
IB105,Insomnia,1960
IB106,The Five-Forty-Eight,1960
IB107,Pen Pal,1960
IB108,The Throwback,1961
IB109,Don't Look Behind You,1962
IB110,Death and the Joyful Woman,1963
IB111,Murder Case,1964
IB112,Final Performance,1965
IB113,The Trap,1965
IB150,Hot Rods to Hell,1967
JC1,Le Sang d'un Po\'ete,1930
JC6,La Belle et la B\^ete,1946
JC9,Les Parents Terribles,1949
JC10,Orph\'ee,1949
JC11,Le Testament d'Orph\'ee,1959
JPa7,Hog Wild,1930
JPa8,Blotto,1930
JPa9,Jailbirds,1931
JPa10,Helpmates,1932
JPa12,The Music Box,1932
JPa14,County Hospital,1932
JPa40,"Sing, Sister, Sing",1935
JVi10,Z\'ero de Conduite,1932
JVi11,Taris de Natation,1932
JVi21,A propos de Nice,1934
JVi23,L'Atalante,1934
JW1,Waterloo Bridge,1931
JW2,Frankenstein,1931
JW4,The Old Dark House,1932
JW6,The Invisible Man,1933
JW9,The Bride of Frankenstein,1935
JW10,Remember Last Night,1935
JW11,Show Boat,1936
JW16,Port of Seven Seas,1938
JW17,The Man in the Iron Mask,1939
JW18,Green Hell,1940
LSw10,Follow Thru,1930
MdO10,Douro: Fana Fluvial,1931
MdO30,Aniki-B/'ob\'o,1942
MdO60,Acto da Primavera,1962
MdO62,A Ca{\c}ca,1964
MdO70,Benilde ou a Virgem M\~ae,1975
MdO75,Amor de Perdi{\cc\~a}o,1978
MdO81,Francisca,1981
MdO85,Sapato de Setim,1985
MdO87,O Meu Caso,1986
MdO100,"No, or the Vain Glory of Command",1990
MdO105,A Divina Com\'edia,1986
MdO111,O Dia do Desespero,1992
MdO115,Vale Abrao,1992
MdO121,The Letter,1999
MOp3,Die Verkaufte Braut,1932
MOp4,Liebelei,1932
MOp5,Une Histoire d'Ammour,1933
MOp8,Trouble With Money,1934
MOp11,Yoshimara,1937
MOp12,Werther,1938
MOp14,The Exile,1947
MOp15,Caught,1948
MOp16,Letter From an Unknown Woman,1948
MOp18,The Reckless Moment,1949
MOp19,La Ronde,1950
MOp20,Le Plaisir,1952
MOp21,Madame de,1953
MOp22,Lola Montes,1955
MOp30,Banana Peel,1968
MSa6,The Gay Divorcee,1934
MSa7,Top Hat,1935
MSa8,Follow the Fleet,1936
MSa9,A Woman Rebels,1936
MSa10,Shall We Dance,1937
MSa12,Carefree,1938
MSa16,Holiday Inn,1942
MSa19,Here Come the Waves,1944
NGr10,Good News,1930
NGr20,Before I Hang,1940
RBe10,Tarakanova,1930
RMi8,Outward Bound,1930
RM110,Westward Passage,1932
SGB10,Rogue of the Rio Grande,1930
SGB30,Mysteriouys Pilot,1937
SGB50,Arizona Bound,1942
SGB60,Superman,1948
SGB75,Batman and Robin,1948
SGB90,Adventures of Sir Galahad,1951
SGB110,Brave Warrior,1952
SGB120,The Atomic Submarine,1960
SGB130,The Bounty Killer,1965
SlD10,"K\""uhle Wampe",1932
Z1110,They Knew What They Wanted,1928
Z1120,They Knew What They Wanted,1930
Z3010,The Second Floor Mystery,1930
Z3011,Too Young to Marry,1931
CWi10,So Lang noch ein Waltzer von Strauss Erklingt,1931
ELC2,Law and Order,1932
ELC195,Curse of the Faceless Man,1958
ELC200,"Pier 5, Havana",1959
ELC201,The Four Skulls of Jonathan Drake,1959
ELC202,Riot in Juvenile Prison,1959
ELC203,Invisible Invaders,1959
ELC204,Vice Raid,1959
ELC205,Inside the Mafia,1959
ETG3,Train of the Suicides,1931
ETG10,Beat Girl,1960
ETG12,The Hands of Orlac,1961
FNK2,"So Ein M\""adel Vergisst Man Nicht",1933
FNK6,Lysistrata,1962
GeG10,Out of the Blue,1931
GeK1,Too Many Crooks,1931
GeK5,"Sweeny Todd, the Demon Barber of Fleet Street",1936
GeK10,The Chinese Bungalow,1939
GeK20,Tomorrow We Live,1942
GeK25,Candlelight in Algeria,1942
GeK30,The Shop at Sly Corner,1946
IAg10,Paradise Alley,1931
IAg12,Smiling Along,1931
IAg13,Send For Paul Temple,1931
JNm25,Dangerous Crossing,1953
JNm30,This Island Earth,1955
JNm32,Flight to Hong Kong,1956
JNm40,"Tarzan, The Ape Man",1959
JNm60,Dear Uncle George,1963
JNm61,Death of A Cop,1963
JNm62,Three Wives Too Many,1964
JNm63,Beast in View,1964
JNm64,The Gentleman Caller,1964
JNm65,Body in the Barn,1964
JNm66,See the Monkey Dance,1964
JNm67,Misadventure,1964
JNm68,An Unlocked Window,1965
JNm69,The Second Wife,1965
JuW10,Sidewalks of New York,1931
JWR2,Secret Service,1931
JWR7,The Great Jasper,1931
JWR8,The Phantom of Crestwood,1932
JWR9,Ace of Aces,1935
JWR12,Java Head,1935
JWR13,Public Hero Number One,1935
LHe2,Rose France,1919
LHe4,El Dorado,1921
LHe6,L'inhumaine,1923
LHe10,The Mystery of the Yellow Room,1930
LHe30,The Queen's Necklace,1947
MAl2,Fanny,1932
MAl5,Zou Zou,1934
MAl13,Lady Chatterley's Lover,1955
MBa10,Almost a Honeymoon,1931
MBa15,Tonight's the Night,1932
MBa25,No Limit,1935
MBa27,Keep Your Seats Please,1936
MBa32,We're Going to be Rich,1938
MBa40,Great Guns,1941
NML1,Monkey Business,1931
NML2,Horse Feathers,1932
NML4,Alice In Wonderland,1933
NML5,It's a Gift,1934
NML7,Topper,1937
NML10,Topper Takes a Trip,1938
NML20,Swing Shift Maisie,1943
NML21,The Kid from Brooklyn,1946
NML22,The Secret Life of Walter Mitty,1947
NML23,The Paleface,1947
NML24,Road to Rio,1947
NML31,Casanova's Big Night,1954
OrL10,Daphnis and Chloe,1931
OsM10,The Exile,1931
StW6,The Eagle and the Hawk,1933
StW7,White Woman,1933
StW9,Great Expectations,1934
StW10,Werewolf of London,1935
StW13,Bulldog Drummond's Bride,1939
WCM2,The Spider,1931
WCM3,Almost Married,1932
WCM6,Things To Come,1936
WCM22,Address Unknown,1944
WCM32,Invaders From Mars,1954
xFl10,"Luise, K\""onigin von Preussen",1931
YAl3,Une Si Jolie Petite Plage,1948
YAl10,Les Orgeilleux,1953
EDF10,Side Street Story,1952
AL2,Nie wieder Liebe,1932
AL8,Mayerling,1936
AL9,The Woman I Love,1937
AL10,Tovarich,1937
AL11,The Amazing Dr.Clitterhouse,1938
AL12,All This and Heaven Too,1940
AL13,Castle on the Hudson,1940
AL14,Confessions of a Nazi Spy,1939
AL16,City for Conquest,1940
AL20,The Long Night,1947
AL21,Sorry Wrong Number,1948
AL22,The Snake Pit,1948
AL23,Decision before Dawn,1952
AL26,Anastasia,1956
AL27,The Journey,1959
AlH8,Little Miss Marker,1934
AlH10,Going to Town,1935
AlH21,The Doctor Takes a Wife,1940
AlH22,He Stayed for Breakfast,1940
AlH23,This Thing Called Love,1940
AlH24,Here Comes Mr.~Jordan,1941
AlH27,My Sister Eileen,1942
AlH30,Once Upon A Time,1944
AlH36,Because You're Mine,1952
AlH38,Let's do it Again,1953
ARs10,Goona-Goona,1932
CMF1,Vanity Fair,1932
EaK8,Island of Lost Souls,1932
EaK10,From Hell to Heaven,1933
EaK30,The Cat Creeps,1933
EaK50,Who Done It?,1942
EaK51,Pardon my Sarong,1942
EaK60,House of Dracula,1945
EBz5,Virtue,1932
EBz10,Ann Carver's Profession,1933
EBz15,Cross Country Cruise,1934
EBz20,Transient Lady,1935
EBz25,As Good as Married,1937
EBz30,At the Circus,1939
EBz35,Go West,1940
EBz40,Ship ahoy,1942
EBz45,The Youngest Profession,1940
EBz46,The Getaway,1946
EBz50,Easy To Wed,1946
EBz55,Song of the Thin Man,1947
EBz60,Neptune's Daughter,1949
EBz65,A Woman of Distinction,1950
EBz70,Confidentially Connie,1953
EBz75,Aint Misbehavin',1955
EBz80,Mary Had a Little,1961
ElN1,The Mouthpiece,1932
ElN2,If I Were Free,1933
ElN3,Three Cornered Moon,1933
ElN5,She Loves Me Not,1935
ElN7,Never Say Die,1939
ElN8,The Cat and The Canary,1939
ElN10,Nothing But the Truth,1941
ElN11,The Male Animal,1942
ElN13,My Favourite Brunette,1947
ElN14,My Girl Tisa,1948
ElN15,The Great Gatsby,1949
ElN20,Just for You,1952
ELM2,The Death Kiss,1932
ELM8,The Casino Murder Case,1935
ELM15,A Christmas Carol,1938
ELM17,Maisie,1939
ELM19,Gold Rush Maisie,1940
ELM21,Maisie Was a Lady,1940
ELM22,Show Business,1944
ELM24,Tall in the Saddle,1944
ELM26,Johnny Angel,1945
ELM29,Lady Luck,1946
ELM31,Race Street,1948
ELM33,Canadian Pacific,1949
ELM35,Colt 45,1950
ELu10,The Man Who Reclaimed His Head,1934
ELu19,Her Husband Lies,1937
ELu20,The Last Gangster,1937
ELu25,That Certain Age,1938
ELu30,Swiss Family Robinson,1940
ELu34,The Man Who Lost Himself,1941
ELu39,The Fighting Seabees,1944
ELu45,Wake of the Red Witch,1948
ELu49,Caribbean,1952
ELu50,Sangaree,1953
ELu60,The Gun Hawk,1963
FBu5,Bring Them Back Alive,1932
FBu8,Wild Cargo,1934
FBu10,Fang and Claw,1936
FBu12,Jungle Menace,1937
FBu20,"Icare, Killer of the Amazon",1942
FrW1,Play Girl,1932
FrW2,Lady Scarface,1941
HBH10,,1936
HBH15,Charlie Chan at the Opera,1936
HBH20,Charlie Chan at the Olympics,1937
HBH25,Charlie Chan in Honolulu,1937
HBH30,Sun Valley Serenade,1941
HBH31,I Wake up Screaming,1941
HBH35,"Hello, Frisco, Hello",1943
HBH40,Wonder Man,1945
HBH45,Three Little Girls in Blue,1946
HBH50,Fury at Furnace Creek,1948
HBH55,East of Java,1949
HBH60,She's Working Her Way Through College,1952
HBH68,Tarzan and the Lost Safari,1957
HBH70,Tarzan's Fight for Life,1958
HBH72,Tarzan and the Trappers,1958
HBH75,Madison Avenue,1961
HBH90,Without a Trace,1983
HeE3,The Barton Mystery,1933
HeE10,Scrooge,1935
HHa3,Man of the Forest,1933
Hha5,Arabian Nights,1933
HHa10,Now and Forever,1934
HHa12,Lives of a Bengal Lancer,1935
HHa13,Peter Ibbetson,1935
HHa15,Go West Young Man,1936
HHa16,The Trail of the Lonesome Pine,1936
HHa20,"Brigham Young, Frontiersman",1940
HHa21,Johnny Apollo,1940
HHa22,Sheppard of the Hills,1941
HHa27,Nob Hill,1945
HHa28,The House on 92nd Street,1945
HHa31,Kiss of Death,1947
HHa32,Call Northside 777,1948
HHa33,Down to the Sea in Ships,1949
HHa38,The Desert Fox,1951
HHa39,Fourteen Hours,1951
HHa43,Niagra,1952
HHa47,Prince Valiant,1954
HHa50,Legend of the Lost,1957
HHa53,North to Alaska,1960
HHa54,How the West Was Won,1963
HHa56,Of Human Bondage,1964
HHa60,The Last Safari,1967
HHa65,True Grit,1969
HHa72,Shootout,1971
IrP1,The Most Dangerous Game,1932
IrP3,She,1935
IrP11,The Man I Married,1940
IrP12,Hudson's Bay,1940
IrP15,The Pied Piper,1942
IrP17,The Moon is Down,1943
IrP18,Happy Land,1943
IrP19,and Now Tomorrow,1944
IrP21,Tomorrow is Forever,1946
IrP24,O.S.S.,1946
IrP27,They Won't Believe Me,1947
IrP34,Santa Fe,1951
KFr1,The Mummy,1932
KFr10,Mad Love,1935
KuN4,The Big Cage,1933
KuN5,The Secret of the Blue Room,1933
KuN12,Island of Lost Men,1939
KuN30,Tarzan and the Amazons,1945
KuN33,Tarzan and the Leopard Woman,1946
KuN36,Tarzan and the Huntress,1947
KuN40,Son Of Ali Baba,1952
KuN42,Tarzan and the She-Devil,1953
KuN45,Carnival Story,1954
KuN46,Rummelplatz der Liebe,1954
KuN49,The Deerslayer,1957
KuN14,The Fly,1958
LeR5,The Blue Light,1932
LeR10,Triumph of the Will,1934
LeR15,Olympische Spiele 1936,1938
LeR25,Tiefland,1945
MGe5,Madame Butterfly,1932
MGe10,Jennie Gerhardt,1933
MGe12,Thirty-Day Princess,1934
MGe50,Sarumba,1950
OP8,Laura,1944
OP10,A Royal Scandal,1945
OP12,Fallen Angel,1946
OP13,Forever Amber,1947
OP14,Daisy Kenyon,1947
OP15,The Fan,1949
OP17,Whirlpool,1950
OP18,Where the Sidewalk Ends,1950
OP20,Angel Face,1952
OP21,The Moon is Blue,1953
OP23,River of No Return,1961
OP24,Carmen Jones,1954
OP26,The Man with the Golden Arm,1956
OP28,Saint Joan,1957
OP29,Porgy and Bess,1959
OP30,Anatomy of a Murder,1959
OP31,Exodus,1960
OP32,Advise and Consent,1961
OP33,The Cardinal,1963
OP34,In Harm's Way,1965
OP35,Bunny Lake is Missing,1965
OP40,"Tell Me That You Love Me, Junie Moon",1969
OP44,Such Good Friends,1971
OP50,The Human Factor,1979
OP48,Rosebud,1979
PCz10,"Der Tr\""amende Mund",1932
PCz15,Catherine the Great,1933
PCz20,Escape Me Never,1935
PCz25,As You Like It,1936
PCz30,Dreaming Lips,1937
PCz35,Stolen Life,1939
PCz50,The Bolshoi Ballet,1955
PCz60,The Royal Ballet,1959
PCz65,Der Rosenkavalier,1961
PCz70,Romeo and Juliet,1966
PPr5,L'Affaire est dans le Sac,1932
PPr10,Adieu Leonard,1943
PPr20,Voyage Suprise,1946
RoS3,Tudor Rose,1936
RoS4,The Man Who Changed His Mind,1936
RoS6,King Solomon's Mines,1937
RoS11,Tom Brown's Schooldays,1940
RoS13,Back Street,1941
RoS15,Jane Eyre,1943
RoS17,To the Ends of the Earth,1948
RoS50,Don't Come Back Alive,1955
RoS51,The Long Shot,1955
RoS52,The Derelicts,1956
RoS53,And so Died Riabouchinska,1956
RoS54,There was an Old Woman,1956
RoS55,Mink,1956
RoS60,Old Yeller,1957
RoS65,Darby O'Gill and the Little People,1959
RoS68,The Shaggy Dog,1959
RoS70,An Occurrence at Owl Creek Bridge,1959
RoS80,Kidnapped,1960
RoS85,The Absent-Minded Professor,1961
RoS87,In Search of the Castaways,1962
RoS90,Mary Poppins,1964
RoS92,That Darn Cat,1965
RoS94,Gnome-Mobile,1967
RoS95,Blackbeard's Ghost,1967
RoS98,The Love Bug,1969
RoS100,Bedknobs and Broomsticks,1971
RoS110,One of Our Dinosaurs is Missing,1975
RoS112,The Shaggy DA,1976
RoS120,Island at the Top of the World,1981
SLa2,Moulin Rouge,1934
SLa3,King of Burlesque,1935
SLa10,Wake Up and Live,1939
SLa14,The Hound of the Baskervilles,1939
SLa15,Swanee River,1939
SLa18,You'll Never Get Rich,1941
SLa19,The Lady Has Plans,1941
SLa20,My Favorite Blonde,1942
SLa22,The Meanest Man in the World,1943
SLa30,Sorrowful Jones,1949
StR5,One Sunday Afternnon,1933
StR8,Star of Midnight,1935
StR9,The Man Who Broke the Bank at Monte Carlo,1935
StR10,The Ex-Mrs.~Bradford,1936
StT10,Social Decay,1932
VHa10,White Zombie,1932
VrM10,The Silent Witness,1932
VrM20,Girls Will Be Boys,1934
VrM30,Good Morning Boys,1936
VrM40,Oh Mr.~Porter,1938
VrM42,Convict 99,1938
VrM45,Alf's Button Afloat,1938
VrM47,Old Bones of the River,1938
VrM50,Ask a Policeman,1939
VrM52,The Frozen Limits,1939
VrM60,The Ghost of St.Michaels,1941
VrM65,King Arthur was a Gentleman,1942
VrM80,This Man is Mine,1946
WmK8,Babbitt,1934
WmK11,G-men,1935
WmK14,Bullets or Ballots,1936
WmK15,The Singing Kid,1936
WmK16,The Green Pastures,1936
WmK18,The Prince and The Pauper,1937
WmK21,Valley of the Giants,1938
WmK23,Brother Rat,1938
WmK25,Each Dawn I Die,1939
WmK27,Torrid Zone,1940
WmK28,Four Mothers,1940
WmK30,The Bride Came C.O.D.,1941
WmK31,The Man Who Came to Dinner,1942
xTo10,L'Aiglon,1932
ZK1,Cash,1932
ZK2,Sanders of the River,1935
ZK3,The Four Feathers,1939
ZK4,The Jungle Book,1942
Zk5,Sahara,1943
ZK7,The Macomber Affair,1947
ZK9,Cry the Beloved Country,1951
Z3210,Unholy Love,1932
BW1,Mauvaise Graine,1933
BW2,The Major and the Minor,1942
BW3,Five Graves to Cairo,1943
BW4,Double Indemnity,1944
BW5,The Lost Weekend,1945
BW7,A Foreign Affair,1948
BW8,Sunset Boulevard,1950
BW9,The Big Carnival,1951
BW10,Stalag 17,1953
BW11,Sabrina,1954
BW12,The Seven Year Itch,1955
BW13,The Spirit of St.~Louis,1957
BW14,Love In The Afternoon,1957
BW15,Witness for the Prosecution,1958
BW16,Some Like It Hot,1959
BW17,The Apartment,1960
BW18,"One, Two, Three",1961
BW19,Irma la Douce,1963
BW21,Kiss Me Stupid,1964
BW25,The Private Life of Sherlock Holmes,1970
BW28,Fedora,1978
BW30,Buddy Buddy,1981
CAL10,Fric Frac,1939
CAL15,Le Diable au Corps,1946
CAL20,Occupe-Toi d'Amelie,1949
CAL25,L'Auberge Rouge,1951
