Brest,MBr,,\Un,,1988,Brest,\Ct,D,1979,Martin
Bretherton,HoB,1896,1969,,1950,Bretherton,\Am,D,1927,Howard
Breuer,,,\Un,1985,,Breuer,\Am,W,,Lee
Bricken,JuB,,,,1957,Bricken,,D,1956,Jules
Cubby,,1909,1996,1954,,Broccoli,\Am,P,,Albert R.
M.Brickman,MBm,1941,199x,,,Brickman,\Br,WDP,1980,Marshall
P.Brickman,PBm,1949,199x ,,1989,Brickman,\Am,WPD,1983,Paul
Bridges,JaB,1928,\Un,,1989,Bridges,\Am,WD,1970,James
Brignone,GuB,19xx,\Un,,,Brignone,\It,D,1926,Guido
Brill,SvB,19xx,\Un,,,Brill,\Ct,WD,1995,Steven
Brisseau,JCB,,\Un,,,Brisseau,\Fr,D,1992,Jean-Claude
Brode,HMB,,\Un,,,Brode,\Du,D,1989,Henrijk M.
Brodie,KvB,19xx,19yy,,,Brodie,\Ct,D,1999,Kevin
Brook,PeB,1925,\Un,,1970,Brook,\Am,D,1952,Sir Peter
A.Brooks,ABr,,\Un,,,Brooks,\Am,ADW,1985,Albert
B.Brooks,BBr,,\Un,,,Brooks,\Am,D,1980,Bob
Joe~Brooks,JBr,,\Un,,,Brooks,\Am,WD,1977,Joseph
J.L.Brooks,JLB,1941,,,,Brooks,\Am,WPD,1983,James L. 
Mel~Brooks,MB,1926,\Un,,,Kaminsky,\Am,WDPA,1969-,Melvin
R.Brooks,RcB,1912,1992,,1982,Brooks,\Am,BWDP,1950,Richard
Broomfield,NBr,,\Un,,1998,Broomfield,,D,1991,Nick
Bross,EBr,,\Un,,,Bross,\Ct,D,1998,Eric
Ba.Brown,BaB,,\Un,,,Brown,,D,1979,Barry
Br.Brown,BBw,,\Un,,1994,Brown,,WPDC,1966,Bruce
Cl.Brown,CBw,1890,\Un,,1951,Brown,\Am,DP,1920,Clarence
D.Brown,,,\Un,1969, 1990,Brown,\Am,P,,David
J.Brown,JBw,,\Un,,,Brown,\Am,D,1965,James
K.Browning,KBw,,\Un,,,Browning,\Am,D,1985,Kirk
T.Browning,TB,1882,\Un,,1939,Browning,\Am,D,1918,Tod
Bruckman,CBm,1895,1955,,1935,Bruckman,\Am,WD,1927,Clyde
Jerry~Bruckheimer,id,,199x,1997,,Bruckheimer,\AM,P,,Jerry
Brunel,AdB,1892,1958,,1940,Brunel,\Br,D,1921,Adrian
Bryant,BBy,,\Un ,,,Bryant,,D,1980,Bruce
C.Bryant,CBy,,\Un ,,,Bryant,,D,1922,Charles
Buchan,,1875,1940,,,Buchan,\Br,B,,John
Buchanan,LBn,,\Un,,1981,Buchanan,,DW,1966,Larry
Buchowetzski,DBu,,\Un,,,Buchowetzski,,D,1924,Dimitri
Buck,FBu,1888,1950,,1942,Buck,\Am,DA,1932,Frank
Buckhantz,ABz,,\Un,,,Buckhantz,\Am,D,1983,Alan
Bucksey,CBu,,\Un,,1990,Bucksey,,D,1988,Colin
Buckner,NBu,,\Un,,,Buckner,\Am,D,1984,Noel
Bucquet,HBu,1891,1946,,1945,Bucquet,\Br,D,1939,Harold S.
Bugajski,RzB,,\Un,,,Bugajski,\Po,D,1982,Ryszard
Bunin,LBu,,\Un,,,Bunin,\Fr,PD,1951,Louis
Bunuel,LB,1900,1983,,1977,Bu\~nuel,\Fr,WD,1928,Luis
Buntzman,MBu,,\Un,,,Buntzman,\Am,DP,1984,Mark
Burge,StB,1918,\Un,,1970,Burge,\Br,D,1960,Stuart
Burke,MnB,,\Un ,,,Burke,,D,1981,Martyn
Burks,,1910,1968,1944, 1967,Burks,\Am,C,,Robert
Burnett,CBt,,\Un,,1997,Burnett,\Am,WD,1977,Charles
A.Burns,ABu,,\Un,,,Burns,\Am,WD,1986,Allan
E.Burns,EBu,1968,\Un,,,Burns,\Am,AWD,1995,Ed
K.Burns,KBu,1954,\Un,,1997,Burns,\Am,D,1974,Ken
Burstall,TBu,,\Un ,,,Burstall,,D,1981,Tim
Burstein,NtB,DoB,DoD,,,Burstein,\Ct>,D,1999,Nanette
D.Burton,DBr,,\Un ,,1940,Burton,,D,1934,David
T.Burton,TiB,1959,\Un,,1997,Burton,\Am,D,1985,Tim
Niven~Busch,,1903,1991,1934, 1956,Busch,\Am,WB,,Niven
Buscemi,SBu,1958,\Un,,,Buscemi,\Am,AWD,1996,Steve
Busnell,WHB,,\Un,,,Busnell,\Am,D,1989,William H.
D.Butler,DaB,1894,1979,,1967,Butler,\Am,ADP,1927,David
G.Butler,GeB,,,,1989,Butler,,DA,1976,George 
R.Butler,RBu,,\Un ,,1984,Butler,,D,1978,Robert
Buzzell,EBz,1897,\Un,,1961,Buzzell,\Am,ADW,1932,Edward
Byrum,IBy,,\Un ,,1984,Byrum,,D,1980,John
Caan,JsC,,\Un,,,Caan,\Am,AD,1980,James
Cabanne,CCb,,\Un,,,Cabanne,\Ct,D,1940,Christy
Cacoyannis,MCy,1922,\Un,,1976,Cacoyannis,\Gr,D,1953,Michael
Cadiff,ACf,19xx,199x,,,Cadiff,\Ct,D,1997,Andy
E.L.Cahn,ELC,1899,1963,,1963,Cahn,\Am,D,1931,Edward L.
Sammy~Cahn,,1913,1992,1940,1963,Cahn,\Am,M,,Sammy
J.M.Cain,,1892,\Un,1933, 1968,Cain,\Ct,B,,James M.
Caiozzi,SCz,19xx,\Un,,,Caiozzi,\Cl,WDP,1990,Silvio
Callow,SCa,,\Un,,,Callow,\Am,D,1991,Simon
Camerini,xCm,,\Un,,,Camerini,\It,D,1933,Mario
J.Cameron,JCm,1955,\Un,,1994,Cameron,\Ca,VDWP,1978,James
K.Cameron,KCm,,\Un,,,Cameron,\Ct,D,1992,Ken
Cammell,DCa,,\Un,,1977,Cammell,\Am,D,1969,Donald
Camp,JCp,,\Un,,1982,Camp,\Am,D,1981,Joe
Campanella,JJC,,\Un,,,Campanella,\Ct,D,1998,Juan J.
Campanile,PFC,,\Un,,1971,Campanile,\It,D,1970,Pasquale Festa
C.Campbell,CoC,,,,,Campbell,\Am,D,1914,Colin
M.Campbell,MtC,,,,1998,Campbell,\Am,D,1994,Martin
Campion,JCi,,\Un,,1993,Campion,\Au,D,1984,Jane
Camus,MCm,1912,1982,,,Camus,\Fr,D,1958,Marcel
Cannon,DCn,,1980,,1998,Cannon,\Un,D,1995,Danny
Capra,FC,1897,1991,,,Capra,\It,D,1926,Frank Chico
Capuano,ACp,19xx,\Un,,,Capuano,\It,D,1991,Antonio
Carax,LCa,,\Un,,,Carax,\Fr,D,1985,L\'eos
Carewe,ECa,1883,1940,,1934,Fox,\Am,D,1915,Jay
Cardiff,JCa,1914,\Un,,1976,Cardiff,\Br,CDP,1958,Jack
Cardona,RCj,,\Un,,1980,Cardona,\Ct,D,1977,Ren\'e jr.
Cardos,ICd,,\Un ,,,Cardos,,D,1979,John
Cardoza,AnC,,\Un ,,,Cardoza,,D,1979,Anthony
Carlsen,HCn,,\Un,,,Carlsen,\Sw,D,1992,Henning
Carlei,CCa,19xx,\Un,,1995,Carlei,\It,WD,1993,Carlo
Carlino,LIC,,\Un,,1983,Carlino,\Am,D,1976,Lewis John
Carne,MC,1903,\Un,,1971,Carn\'e,\Fr,DW,1936,Marcel
Caron,GGC,19xx,\Un,,,Caron,\Ct,DW,1994,Glenn Gordon
Caros,IBC,19xx,\Un,,,Caros,\Ct,D,1992,John `Bud'
Carow,HCa,,\Un,,,Carow,\Ge,D,1989,Heiner
Carpenter,ICa,,\Un ,,1998,Carpenter,,DP,1974,John
Carr,HoC,,\Un,,,Carr,\Am,D,1953,Howard
S.Carr,SCr,,\Un,,,Carr,\Am,D,2000,Steve
Carra,LuC,,\Un,,,Carra,\Ct,PD,1992,Lucille
Carreras,MlC,,\Un,,,Carreras,\Ct,D,1966,Michael
Carriere,,1931,\Un,1962, 1982,Carriere,\Fr,WP,,Jean-Claude
Carstairs,IPC,1912,1970,,1961,Keys,\Br,D,1939,John Paddy
Carter,CrC,,\Un,,,Carter,\Am,D,1998,Chris
P.Carter,PeC,,\Un,,,Carter,\Am,D,1984,Peter
T.Carter,ThC,,\Un,,1993,Carter,\Am,D,1970,Thomas
H.Carver,HPC,,\Un,,,Carver,\Am,D,1930,H.P.
S.Carver,StC,,\Un ,,,Carver,,D,1974,Steve
JCassavetes,ICs,1929,1989,,1983,Cassavetes,\Am,ADWP,1961,John
NCassavetes,NCs,19xx,1980,,,Cassavetes,\Am,D,1997,Nick
Caserini,MCs,19xx,\Un,,,Caserini,\It,D,1913,Mario
Cass,HyC,19xx,199x,,,Cass,\Br,D,1950,Henry
Cassini,AxC,,\Un,,,Cassini,\Am,D,1991,Alexander
E.Castellani,EGC,,199x,,1994,Castellani ,\It,WD,1970,Enzo Girolami
R.Castellani,ReC,1913,\Un,,1972,Castellani,\It,WD,1941,Renato
Castellvi,xCa,,\Un,,,Castellvi,\Sp,D,1940,gn
N.Castle,NiC,,\Un,,1993,Castle,\Am,DG,1984,Nick
W.Castle,WiC,,\Un,,1968,Castle,\Am,ADP,1943,William
Cates,GiC,,\Un,,1980,Cates,\Am,D,1968,Gilbert
CatonJones,MCJ,,\Un,,1995,Caton-Jones,\Br,D,1989,Michael
Cattaneo,PCa,,199x,,,Cattaneo,\Un,D,1997,Peter
Caulfield,MCa,,\Un,,,Caulfield,\Am,D,1982,Michael
Cavalcanti,ACa,1897,1982,,1962,Cavalcanti,\Bz,D,1926,Alberto
Cavalier,ACv,,\Un,,,Cavalier,\Fr,WD,1986,Alain
Cayatte,ACy,1909,\Un,,1970,Cayatte,\Fr,D,1949,Andre
Cerf,NAC,,\Un,,,Cerf,\Ct,D,1956,Norman A.
Chabrol,ClC,1930,\Un,,1983,Chabrol,\Fr,WD,1958,Claude
Chadha,GuC,19xx,\Un,,,Chadha,\Ct,DW,1994,Gurinder
Chaffey,DCh,,\Un,,,Chaffey,\Am,D,1963,Don
Chahine,YCh,,\Un,,1973,Chahine,\Eg,D,1958,Youssef
Champion,GCh,,\Un,,,Champion,\Am,D,1983,Gregg
J.Chan,JCh,,\Un,,1986,Chan,\HK,AD,1982,Jackie
P.Chan,PtC,,\Un,,,Chan,\HK,D,1997,Peter Ho-Sun
T.Chan,TCn,,\Un,,,Chan,\Ct,AD,1993,Tony
Chaplin,CC,1889,1977,,1966,Chaplin,\Br,ADP,1914,Sir Charles
Ma.Chapman,MCp,,\Un,,,Chapman,\Am,D,1979,Michael
Mi.Chapman,MCh,,\Un,,1984,Chapman,\Am,D,1983,Michael
Chappelle,JCe,19xx,\Un,,,Chappelle,\Ct,WD,1994,Joe
Chartoff,,,\Un,1979, 1989,Chartoff,\Am,P,,Robert
Chase,RiC,,\Un,,,Chase,\Am,D,1983,Richard
Chasnoff,DbC,19xx,\Un,,,Chasnoff,\Am,D,1990,Debra
Chatiliez,EtC,,\Un,,1990,Chatiliez,\Fr,D,1987,Etienne
Chautard,EmC,,\Un,,,Chautard,\Fr,D,1919,Emile
Chechik,JeC,19xx,\Un,,,Chechik,\Ct,D,1992,Jeremiah
Cheiton,BCh,DoB,DoD,,,Cheiton,\Ct,D,1995,Bodd
Chelsom,PCh,,\Un,,1998,Chelsom,\Ct,D,1992,Peter
A.Chen,ACh,,\Un,,,Chen,\Ch,D,1998,Andrew
J.Chen,JnC,19xx,19yy,,2000,Chen,\Ch,AD,1999,Joan
K.Chen,KGC,,\Un,,,Chen,\Ch,D,1985,KaiGe
x.Chen,xCh,,\Un,,,Chen,\Ch,D,1999,xgn
Chereau,PaC,,\Un,,1994,Ch\'ereau,\Fr,D,1975,Patrice
Chesterton,,,,,,Chesterton,\Br,B,,G.K.
Ching,CST,,\Un,,1990,Ching,\HK,D,1985,SuiTung
Cholodenko,LCl,,\Un,,,Cholodenko,\Ct,D,1998,Lisa
Chomsky,MvC,,\Un,,1984,Chomsky,\Am,D,1971,Marvin
Chong,TCh,,\Un,,1982,Chong,\Am,DA,1978,Thomas
R.Christian,RCh,19xx,199x,,,Christian,\Ct,D,1997,Roger
ChristianJaque,ChJ,1904,\Un,,1980,Maudet,\Fr,DW,1938,Christian
Chytilova,VCy,19xx,\Un ,,,Chytilova,,D,1992,Vera
Cimber,MCb,,\Un ,,,Cimber,,D,1981,Matt
Cimino,MCi,1940,\Un,,1980,Cimino,\Am,WD,1973,Michael
Cisse,SoC,,\Un,,,Cisse,,D,,Souleymane
Clair,RC,1898,1981,,1965,Chomette,\Fr,D,1923,Ren\'e
A.Clark,ACl,,\Un,,,Clark,\Ct,D,1987,Alan
B.Clark,BCl,,\Un,,1983,Clark,\Ca,DP,1972,Bob
B.D.Clark,BDC,,\Un,,,Clark,,D,1981,B.D.
G.Clark,GCl,19xx,\Un,,,Clark,\Am,D,1980,Greydon
J.Clark,JiC,1931,\Un,,1974,Clark,\Br,ED,1968,Jim
J.B.Clark,JBC,1908,\Un,,1971,Clark,\Am,ED,1957,James B.
Clarke,SCl,,\Un,,1964,Clarke,\Am,D,1961,Shirley
Clause,RtC,DoB,DoD,,,Clause,\Ct,D,1996,Robert
Clavel,RCv,,\Un,,,Clavel,\Fr,D,1951,Robert
Clavell,JCv,1922,\Un,,1971,Clavell,\Au,WDP,1958,James
Clayton,JCn,1921,\Un,,1983,Clayton,\Br,CDP,1955,Jack
Clegg,TCl,,\Un,,,Clegg,\Am,D,1980,Tom
Clemens,WCl,1905,\Un,,1947,Clemens,\Am,D,1936,William
Clement,RCl,1913,1996,,1975,Cl\'ement,\Fr,D,1943,Ren\'e
Clifford,GrC,,\Un ,,1990,Clifford,,D,1982,Graeme
Clifton,ECl,,\Un,,,Clifton,\Am,D,1944,Elmer
Cline,ECn,1892,1948,,1948,Cline,\Am,DWP,1916,Edward 
Clouse,RbC,,\Un ,,1977,Clouse,,WD,1973,Robert
Clouzot,HGC,1907,1977,,1970,Clouzot,\Fr,WD,1942,Henri-Georges
Clowes,SIC,,\Un,,,Clowes,\Br,D,1948,St.John L.
Clurman,HaC,,199x,,,Clurman,\Un,D,1946,Harold
Coates,LCo,,\Un ,,,Cozzi,,D,1983,Luigi 
Cochran,SyC,,\Un,,,Cochran,\Ct,D,1992,Stacy
Cockrell,FCk,,\Un,,,Cockrell,\Am,WD,1956,Francis
M.Cockrell,Mck,,\Un,,,Cockrell,\Am,W,1956,Marian
Cocteau,JC,1869,1963,,1959,Cocteau,\Fr,WD,1930,Jean
F.Coe,FrC,1914,1979,,1969,Coe,\Am,PD,1965,Fred
W.Coe,WaC,,\Un,,,Coe,\Am,D,1990,Wayne
E.Coen,,,\Un,1984, 1990,Coen,\Am,WP,,E-than
J.Coen,JlC,,\Un,,1990,Coen,\Am,D,1984,Joel
E.Cohen,ECh,,\Un,,,Cohen,,D,1991,Eli
L.Cohen,LCh,1938,\Un,1955,,Cohen,\Am,WPD,1972,Larry
N.Cohen,NCh,,\Un,,,Cohen,\Br,D,1977,Norman
R.Cohen,RCn,,\Un,,1996,Cohen,\Am,DP,1984,Rob
A.Cohn,ACo,DoB,DoD,,,Cohn,\Ct,D,1999,Arthur
Cohl,EiC,19xx,\Un,,1911,Cohl,\Fr,D,1909,Emilre
Harry~Cohn,,1891,1958,,,Cohn,\Am,P,,Harry
Coleman,HCo,,\Un,,,Coleman,\Am,D,1965,Herbert
Colla,RAC,,\Un,,1978,Colla,\Am,D,1972,Richard A.\
Collard,CyC,1951,1993?,,,Collard,\Fr,D,1994,Cyril
Coletti,DuC,,\Un,,,Coletti,\It,D,1960,Dulio
D.Collier,DvC,1962,\Un,,,Collier,\Am,CD,1994,David
J.Collier,JFC,1929,1991,1963,,Collier,\Am,WD,1967,James F.
L.Collins,LCs,,\Un,,,Collins,\Ct,D,1948,Lewis D.
P.Collins ,PhC,,199x,,,Collins,\Un,D,1990,Philip
R.Collins ,RgC,,199x,,199,Collins,\Un,D,1994,Roger
Collinson,PCo,1938,1980,,1980,Collinson,\Br,D,1967,Peter
Colpi,HrC,,\Un,,,Colpi,\Ct,D,1961,Henri
Columbus,CCo,1959,\Un,,1992,Columbus,\Am,WD,1987,Chris
Comfort,LaC,1908,1966,,1965,Comfort,\Br,CDP,1941,Lance
Comencini,LgC,,\Un,,1988,Comencini,\It,D,1953,Luigi
Compton,RCm,,\Un,,1975,Compton,\Am,D,1973,Richard
Condon,BCo,,\Un,,,Condon,\Ct,D,1998,Bill
Conn,NcC,,\Un,,,Conn,\Ct,D,1992,Nicole
Connor,KCo,,\Un,,1979,Connor,\Am,D,1970,Kevin
Conrad,WCo,,\Un,,,Conrad,\Ct,PD,1965,William
Considine,,,\Un,1935, 1936,Considine,\Am,P,,"John W., jr."
Bill~Conti,,,\Un,1979,,Conti,,M,,Bill
Conway,JCw,1887,1952,,1948,Conway,\Am,D,1912,Jack
F.Cook,FiC,1923,\Un,,1977,Cook,\Am,D,1956,Fielder
R.Cook,RnC,19xx,\Un,,,Cook,\Ct,D,1994,Robin
Cookson,ToC,,\Un,,,Cookson,\Ct,D,1991,Tony
Coolidge,MaC,1947,\Un,,1994,Coolidge,\Am,D,1983,Martha
M.C.Cooper,MCC,1893,1973,,,Cooper,\Am,PCD,1933,Merian C.
S.Cooper,SCo,,\Un,,,Cooper,\Am,D,1977,Stuart
Chopra,JcC,,199x,,,Chopra,\Un,D,1997,Joyce
Coraci,FCr,19xx,199x,,,Coraci,\Ct,D,1998,Frank
Corea,NCo,DoB,DoD,,,Corea,\Ct,D,1987,Nicholas 
Carmine~Coppola,,1911,1991,1974,1979,Coppola,\It,M,,Carmine
Sofia~Coppola,SfC,1971,2003+,2001, ,Coppola,\Am,D,,Sofia
Coppola,FFC,1939,\Un,,1983,Coppola,\Am,WDP,1963,Francis Ford
Corbiau,GCo,,\Un,,,Cobiau,\Be,D,1989,Gerard
Corbucci,SeC,,\Un,,1978,Corbucci,\It,D,1966,Sergio
Corman,RCo,1926,\Un,,1971,Corman,\Am,DP,1955,Roger
Corneau,AlC,,\Un,,,Corneau,\Fr,D,1979,Alain
Cornelius,HCs,1913,1958,,1958,Cornelius,\Br,WD,1948,Henry
Cornell,ICo,,\Un,,,Cornell,\Am,D,1988,John
Cornfield,HuC,1929,\Un,,1968,Cornfield,\Am,DWP,1956,Hubert
Cortes,FCo,,\Un,,,Cortes,\Me,D,1960,Fernando
Corti,AzC,19xx,\Un,,,Corti,\Os,D,1984,Azel
Coscarelli,DoC,,\Un,,1982,Coscarelli,\Am,D,1970,Don
Cosmatos,GPC,1941,\Un,,1993,Cosmatos,\Gr,D,1974,George Pan
daCosta,MdC,,1989,,1962,da Costa,\Ct,ADP,1958,Morton
CostaGavras,CCG,1933,\Un,,1998,Costa-Gavras,\Gr-\Ru,DW,1965,Constantin
Costner,KeC,1955,\Un,,,Costner,\Am,AD,1990,Kevin
Cottard,xCo,,\Un,,,Cottard,\Ct,D,1994,
Cotter,ICt,,\Un,,,Cotter,\Am,D,1979,John
Coutinho,ECo,,\Un,,1984,Coutinho,\Bz,D,1960,Eduardo
Coward,NC,1899,1973,,1969,Coward,\Br,AWCD,1941,Sir Noel
A.Cox,ACx,,\Un,,,Cox,\Br,DW,1984,Alex
J.Cox,,,\Un,1928, 1938,Cox,\Br,C,,Jack
P.Cox,PCx,,\Un,,1994,Cox,\Au,D,1981,Paul
Crabtree,ACt,19xx,\Un,,,Crabtree,\Ct,D,1958,Arthur
Crain,WlC,,\Un,,,Crain,\Ct,D,1972,William
Crane,PCr,,\Un,,,Crane,\Am,D,1973,Peter
J.Craven,JCr,,\Un,,,Craven,\Am,D,1994,Jay
W.Craven,WCr,1939,\Un,,1988,Craven,\Am,WD,1970,Wes
Ch.Crichton,ChC,1910,1999,,1988,Crichton,\Br,ED,1941,Charles
M.Crichton,MiC,,\Un,,1981,Crichton,\Br,WAD,1973,Michael
Cristofer,MCf,,\Un ,,,Cristofer,,D,2001,Michael
Crombie,DCb,,\Un ,,,Crombie,,D,1983,Donald
Cromwell,ICr,1888,1979,,1961,Cromwell,\Am,DA,1929,John
Cronenberg,DCr,1948,\Un,,1986,Cronenberg,\Ca,D,1970,David
Floyd~Crosby,,,1985,1930, 1980,Crosby,\Am,C,,Floyd
Crosland,AC,1894,1936,,1935,Crosland,\Am,D,1923,Alan
Crosland~jr,ACj,,,,,Crosland,\Am,D,1960,Alan~jr
C.Crowe,CCw,,\Un,,1992,Crowe,\Am,BWD,1985,Cameron
Ch.Crowe,CCr,,\Un,,1992,Crowe,\Ct,D,1988,Christopher
Cruise,TCr,19xx,\Un,,,Cruise,\Am,AD,1993,Tom
Cruper,MeC,,\Un,,,"Cr\""uper",\Ge,D,1996,Melanie
Cruze,JaC,1884,1942,,1938,Bosen,\Da,AD,1906,Jens Cruz 
Crystal,BCr,,\Un,,,Crystal,\Am,D,1992,Billy
Cuaron,ACu,19xx,\Un,,,Cuar\'on,\Me,D,1990,Alfonso
Cuesta,MCu,,\Un,,,Cuesta,\Ct,D,2001,Michael
Cukor,GC,1899,1983,,,Cukor,\Am,PD,,George
I.Cummings,IrC,1888,1959,,1951,Cummings,\Am,D,1925,Irving
J.Cummings,,1900,\Un,1935, 1964,Cummins,\Am,P,,Jack
Cundieff,RuC,19xx,\Un,,1997,Cundieff,\Am,DAW,1994,Rusty
Cunha,RCu,19xx,\Un,,1961,Cunha,\Am,PD,1958,Richard 
Cunningham,SSC,,\Un,,1983,Cunningham,\Am,D,1980,Sean S.
D.Curtis,DCs,1928,\Un,,1983,Curtis,\Am,PD,1970,Dan
E.Curtis,ECs,,\Un,,,Curtis,\Am,D,1914,Edward S.
Richard~Curtis,,1958,\Un,1994,,Curtis,\Am,W,,Richard
S.Curtis,SCs,,\Un,,,Curtis,\Br,D,2000,Simon
Curtiz,C,1888,1962,,,Kertesz,\Hu,D,1919,Mihaly 
Cutts,GCt,1885,1958,,1926,Cutts,\Br,D,1920,Graham
Cybulski,,,,19dd,,Cybulski,\Po,D,,Zbignew
Czinner,PCz,1890,197x,,1966,Czinner,\Hu,PD,1932,Paul
Daalder,DReD,,\Un,,,Daalder,\Am,D,1980,Renee
dAbbabie,HAA,19xx,\Un,,,d'Abbadie d'Arrast,\Ct,D,1930,Harry
Dabadie,JLD,,\Un,,,Dabadie,\Fr,WD,1983,Jean Loup
daFontoura,ACd,,\Un,,,daFontoura,\Br,D,1968,Antonio Carlos
Dahl,IDa,,\Un,,1992,Dahl,\Am,D,1990,John
Daley,SaD,,\Un,,,Daley,\Am,D,1970,Sandy
R.Daley,,,\Un,1976,,Daley,\Am,P,,Robert
Dalva,RoD,,\Un,,,Dalva,\Am,D,1983,Robert
dAmato,JdA,,\Un,,,D'Amato,\It,D,1990,Joe
Damiani,DaD,,\Un,,,Damiani,\Am,D,1982,Damiono
Damiano,GrD,,\Un,,,Damiano,\Am,D,1972,Gerard
Damianos,AxD,,\Un,,,Damianos,\Gr,D,1966,Alexis
Damski,MDa,,\Un,,1983,Damski,\Am,D,1980,Mel
Daneliuc,MDn,19xx,\Un,,,Daneliuc,\Ro,D,1994,Mircea
Daniel,RdD,,\Un,,,Daniel,\Am,D,1991,Rod
Daniels,,,\Un,19xx,,Daniels,\Am,C,,William
Danielson,TgD,,\Un,,,Danielson,\Sw,D,1980,Tage
Danquart,PDq,19xx,\Un,,,Danquart,\Ct,D,1993,Pepe
Danska,HbD,,\Un,,,Danska,\Ct,D,1966,Herbert
Dante,JoD,,\Un,,1980,Dante,\Am,D,1976,Joe
Darabont,FDa,,199x,,,Darabont,\Un,D,1994,Frank
Darby,JDy,19xx,199x,,,Darby,\Ct,D,1997,Jonathan
Darnell,EwD,,\Un,,,Darnell,\Ct,D,1998,Edwin
DArrast,HDA,1893,1968,,1934,D'Arrast,\Am,D,1927,Harry D'Abadie
Dardenne,LuD,,199x,,1999,Dardenne,\Un,D,1990,Luc
Dash,JDs,19xx,\Un,,,Dash,\Am,D,1992,Julie
Dassin,JD,1911,2002+,,1980,Dassin,\Am,DA,1942,Jules
Daugherty,HeD,,\Un,,1963,Daugherty,\Am,D,1958,Hershel
Daves,DeD,1904,1977,,1965,Daves,\Am,WPD,1933,Delmer
David,ChD,,\Un,,,David,\Br,D,1945,Charles
G.Davidson,GDa,,\Un,,,Davidson,\Am,D,1972,Gordon
M.Davidson,MtD,,\Un,,,Davidson,\Am,D,1980,Martin
T.Davies,TDv,19xx,\Un,,,Davies,\Ct,D,1990,Terence
V.Davies,VDa,19xx,\Un,,,Davies,\Ct,D,1955,Valentine
A.Davis,ADv,,\Un,,1993,Davis,\Am,D,1988,Andrew
D.Davis,DDa,,\Un,,,Davis,\Am,D,1981,Desmond
T.Davis,TDa,,\Un,,1995,Davis,\Am,D,1993,Tamra
Davy,JFD,19xx,\Un,,,Davy,\Fr,D,1982,Jean-Fran{\c}cois
Dawson,AMD,,\Un,,1983,Dawson,\Am,D,1965,Anthony M.\
E.Day,ErD,,\Un,,,Day,\Am,D,1981,Ernest
R.Day,RDa,1922,\Un,,1980,Day,\Br,CD,1957,Robert
Dayan,ADy,,\Un,,,Dayan,\Is,D,1993,Assi
Dayton,LyD,,\Un,,,Dayton,\Ct,PD,1990,Lyman
Dean,BDn,1888,1978,,1939,Dean,\Br,PD,1930,Basil
deAntoni,AbA,,,,,de Antoni,\It,D,1917,Alberto
deAntonio,EdA,1950?,1989?,,1989,deAntonio,\Am,D,1970,Emil
Dear,WiD,,\Un,,1994,Dear,\Am,D,1983,William
B.Dearden,BaD,1911,1971,,1970,Dearden,\Br,EDP,1941,Basil
J.Dearden,JDr,,\Un,,,Dearden,\Am,D,1991,James
deBello,IdB,,\Un,,,deBello,\Am,AWD,1978,John
DeBroca,PdB,,\Un,,1987,de Broca,\Fr,D,1961,Philippe
DeBont,JDB,19xx,\Un,,,De Bont,\Ct,CD,1994,Jan
deBosio,xDB,,\Un,,,De Bosio,\It,D,1975,\Un
Henri~Decae,,19xx,\Un,1959,,"Deca\""e",\Fr,C,,Henri
deCanonge,MCg,,\Un,,,deCanonge,\Ct,D,1949,Maurice
Decoin,HDc,1896,1969,,1964,Decoin,\Fr,D,1937,Henri
deConcini,EdC,,\Un,,,de Concini,\It,D,1973,Ennio
deCordova,FdC,1910,\Un,,1966,deCordova,\Am,D,1945,Frederick
deCrescenzo,LdC,,\Un,,,de Crescenzo,\It,D,1984,Luciano
Deed,AnD,19xx,\Un,,,Deed,\Ct,AD,1921,Andre
DeFelitta,FDF,19xx,199x,,,De Felitta,\Ct,D,1991,Frank
DeFilippo,EDF,1900,1984,,,Passarelli,\It,BWDA,1932,Eduardo
DegliAbbati,ADA,19xx,\Un,,,Degli Abbati,\It,D,1914,Alberto
deHeredia,xdH,,\Un,,,deHeredia,\Sp,D,1950,gn
Deitch,DDe,19xx,\Un,,,Deitch,\Ct,PD,1985,Donna
deJong,MdJ,19xx,\Un,,,de Jong,\Du,D,1994,MiJke
Dekker,FrD,19xx,\Un,,,Dekker,\Ct,D,1993,Fred
DeKobra,MDK,19xx,\Un,,,DeKobra,\Fr,D,1927,Maurice
DelaEglesia,EdE,,\Un,,,de la Eglesia,\Sp,D,1983,Eloy
delaIglesia,AdI,1967,\Un,,,de la Iglesia,\Sp,D,1995,Alex
Delannoy,JnD,1908,\Un,,1967,Delannoy,\Fr,D,1940,Jean
delaPatelliere,DdP,,\Un,,,de la Patelliere,\Ct,D,1980,Denys
DeLaurentiis,,1919,\Un,1939, 1981,De Laurentiis,\It,P,,Dino
F.DeLaurentiis,,1950,1981,1980,,De Laurentiis,\It,P,,Frederico
R.DeLaurentiis,,,,19xx,,De Laurentiis,\It,P,,Raffaella
Delerue,,1925,\Un,1958, 1983,Delerue,\Fr,C,,Georges
deLiguoro,GdL,19xx,\Un,,,de Liguoro,\It,D,1909,Guiseppe
deLimur,JdL,,\Un ,,,deLimur,,D,1929,Jean
Dell,JeD,,\Un,,,Dell,\Br,D,1944,Jeffrey
